Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
3.386,-10.94,0.78,13.70,off,off,-10.61,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,25.00,1.13,46,48,8.52,69.48,1.28,4.03,53,1761,0.00,8.7,0.00,0
3.473,-10.94,0.78,13.78,off,off,-10.56,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,25.00,1.13,46,48,8.59,69.56,1.28,4.09,53,1764,0.00,8.7,0.00,0
3.527,-10.94,0.78,13.81,off,off,-10.50,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,25.00,1.13,46,48,8.64,69.59,1.30,4.15,53,1770,0.00,8.7,0.00,0
3.596,-10.94,0.78,13.86,off,off,-10.52,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,24.50,1.13,46,48,8.68,69.66,1.30,4.12,53,1775,0.00,8.7,0.00,0
3.684,-10.94,0.78,13.89,off,off,-10.54,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,24.00,1.14,46,48,8.70,69.62,1.30,4.11,53,1783,0.00,8.7,0.00,0
3.738,-11.72,0.78,13.93,off,off,-10.50,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,24.00,1.14,46,48,8.73,69.67,1.26,4.15,53,1789,0.00,8.7,0.00,0
3.799,-11.72,0.78,13.96,off,off,-10.49,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,24.50,1.15,46,48,8.73,69.66,1.24,4.16,53,1796,0.00,8.7,0.00,0
3.857,-11.72,0.78,14.02,off,off,-10.52,14.66,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,23.50,1.15,46,48,8.73,69.67,1.24,4.13,53,1802,0.00,8.7,0.00,0
3.926,-11.72,0.78,14.07,off,off,-10.56,14.65,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,23.50,1.16,46,48,8.70,69.60,1.28,4.08,53,1806,14.78,8.7,0.00,0
3.995,-11.72,0.78,14.12,off,off,-10.52,14.65,0.28,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,24.00,1.16,46,48,8.92,69.68,1.30,4.13,53,1808,24.04,9.4,0.00,0
4.054,-11.72,0.78,14.16,off,off,-10.26,14.65,0.31,on,13.78,57,1.000,0.00,0.00,0.00,1.0,0,25.00,1.16,46,48,9.48,69.85,1.42,4.39,53,1811,32.71,10.6,0.00,0
4.112,-11.72,0.78,14.19,off,off,-9.99,14.65,0.32,on,13.73,57,1.000,0.00,0.00,0.00,1.0,0,25.50,1.55,46,48,10.30,70.07,1.48,4.66,53,1821,53.70,11.0,0.00,0
4.168,-11.72,0.78,14.23,off,off,-9.45,14.65,0.37,on,13.73,57,1.000,0.00,0.00,0.00,1.0,0,25.50,1.56,46,48,12.02,70.32,1.62,5.20,53,1835,81.56,14.6,0.00,0
4.226,-11.72,0.78,14.23,off,off,-7.98,14.62,0.48,on,13.63,57,1.000,0.00,0.00,0.00,1.0,0,25.50,2.76,46,48,15.39,70.61,1.78,6.67,53,1863,93.76,16.1,0.00,0
4.312,-11.72,0.78,14.27,off,off,-6.83,14.59,0.57,on,13.39,57,1.000,0.35,0.00,0.00,1.0,0,23.50,2.46,46,48,19.05,70.87,1.88,7.82,53,1948,92.40,16.5,0.00,0
4.366,-11.72,0.78,14.22,off,off,-6.46,14.56,0.61,on,13.30,57,1.000,1.05,0.00,0.00,1.0,0,23.00,2.61,46,48,21.52,71.71,1.86,8.19,53,2058,90.50,16.5,0.00,0
4.455,-12.50,0.78,14.23,off,off,-6.27,14.55,0.63,on,13.16,59,1.000,1.41,0.00,0.00,1.0,0,22.50,2.32,46,48,23.49,73.53,1.86,8.38,53,2184,89.78,16.5,0.00,0
4.509,-12.50,0.78,14.44,off,off,-6.33,14.55,0.63,on,13.16,59,1.000,1.41,0.00,0.00,1.0,0,23.00,2.86,46,50,24.66,74.95,1.88,8.32,53,2292,86.09,16.1,0.00,0
4.566,-10.94,0.78,14.62,off,off,-6.72,14.54,0.63,on,13.16,59,1.000,1.41,0.00,0.00,1.0,0,24.00,3.04,46,50,25.15,75.96,1.82,7.93,53,2380,79.59,15.4,0.00,0
4.646,-10.94,0.78,14.73,off,off,-7.21,14.54,0.59,on,13.25,59,1.000,0.35,0.00,0.00,1.0,0,24.00,2.64,46,50,24.68,75.38,1.78,7.44,53,2485,77.80,15.4,0.00,0
4.711,-10.94,0.78,14.73,off,off,-7.40,14.54,0.57,on,13.30,59,1.000,0.00,0.00,0.00,1.0,0,23.50,2.68,46,50,24.38,74.92,1.82,7.25,53,2536,77.11,15.4,0.00,0
4.766,-10.16,0.78,14.70,off,off,-7.49,14.54,0.56,on,13.34,59,1.000,0.00,0.00,0.00,1.0,0,24.50,2.73,46,50,24.16,74.61,1.84,7.16,53,2567,69.51,15.4,0.00,0
4.854,-10.94,0.78,14.55,off,off,-8.14,14.54,0.52,on,13.44,59,1.000,0.00,0.00,0.00,1.0,0,24.50,2.76,46,48,22.46,74.20,1.70,6.51,53,2595,51.19,12.6,0.00,0
4.910,-10.94,0.78,14.46,off,off,-8.46,14.56,0.48,on,13.54,59,1.000,0.00,0.00,0.00,1.0,0,25.00,2.21,46,48,20.70,74.03,1.60,6.19,53,2583,58.39,13.0,0.00,0
4.966,-11.72,0.78,14.48,off,off,-8.48,14.57,0.47,on,13.59,59,1.000,0.00,0.00,0.00,1.0,0,26.00,2.73,46,48,20.41,74.11,1.74,6.17,53,2560,69.66,15.0,0.00,0
5.026,-11.72,0.78,14.49,off,off,-8.24,14.56,0.49,on,13.54,59,1.000,0.00,0.00,0.00,1.0,0,26.50,2.71,46,48,20.80,74.41,1.78,6.41,53,2531,71.85,15.4,0.00,0
5.101,-11.72,0.78,14.45,off,off,-7.90,14.56,0.49,on,13.49,59,1.000,0.00,0.00,0.00,1.0,0,25.50,2.68,46,48,20.98,74.77,1.84,6.75,53,2504,52.14,14.2,0.00,0
5.165,-12.50,0.78,14.28,off,off,-8.56,14.57,0.45,on,13.63,59,1.000,0.00,0.00,0.00,1.0,0,20.00,2.12,46,48,18.49,74.74,1.36,6.09,53,2480,0.00,8.3,0.00,0
5.220,-7.03,0.78,14.19,off,off,-9.57,14.62,0.37,on,13.73,59,1.000,0.00,0.00,0.00,1.0,0,20.00,2.09,46,48,15.16,74.82,1.22,5.08,53,2426,0.00,8.3,0.00,0
5.278,-7.03,0.78,14.26,off,off,-10.11,14.62,0.31,on,13.89,59,1.000,0.00,0.00,0.00,1.0,0,21.00,2.01,46,48,12.00,74.41,1.04,4.54,53,2355,0.00,8.3,0.00,0
5.347,-7.03,0.78,14.34,off,off,-10.63,14.61,0.26,on,13.89,59,1.000,0.00,0.00,0.00,1.0,0,21.00,1.47,46,48,9.67,73.24,1.06,4.02,53,2262,0.00,8.3,0.00,0
5.427,-7.03,0.78,14.34,off,off,-10.91,14.61,0.23,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,22.00,1.40,46,48,8.48,72.05,1.12,3.74,53,2166,0.00,8.3,0.00,0
5.491,-7.03,0.78,14.24,off,off,-11.01,14.60,0.22,on,14.09,59,1.000,0.00,0.00,0.00,1.0,0,8.00,0.89,46,48,7.86,71.11,1.26,3.64,53,2088,0.00,8.7,0.00,0
5.544,-7.81,0.78,14.13,off,off,-11.01,14.60,0.22,on,14.09,59,1.000,0.00,0.00,0.00,1.0,0,7.50,0.88,46,48,7.60,70.41,1.26,3.64,53,2031,0.00,8.7,0.00,0
5.601,-8.59,0.78,14.04,off,off,-10.98,14.71,0.22,on,14.25,59,1.000,0.00,0.00,0.00,1.0,0,7.00,0.84,46,48,7.45,69.93,1.20,3.66,53,1978,0.00,8.7,0.00,0
5.661,-9.38,0.78,13.99,off,off,-10.97,14.73,0.22,on,14.25,59,1.000,0.00,0.00,0.00,1.0,0,7.50,0.83,46,48,7.41,69.75,1.24,3.68,53,1935,0.00,8.7,0.00,0
5.717,-10.16,0.78,13.95,off,off,-10.91,14.73,0.23,on,14.20,59,1.000,0.00,0.00,0.00,1.0,0,10.50,0.81,46,48,7.45,69.63,1.30,3.74,53,1901,0.00,8.7,0.00,0
5.797,-10.16,0.78,13.95,off,off,-10.86,14.74,0.23,on,14.31,59,1.000,0.00,0.00,0.00,1.0,0,12.00,0.80,46,48,7.57,69.52,1.32,3.79,53,1862,0.00,8.7,0.00,0
5.856,-10.16,0.78,14.02,off,off,-10.78,14.75,0.25,on,14.20,59,1.000,0.00,0.00,0.00,1.0,0,15.00,0.79,46,48,7.70,69.50,1.32,3.87,53,1843,0.00,8.7,0.00,0
5.937,-10.16,0.78,14.15,off,off,-10.71,14.75,0.25,on,14.20,59,1.000,0.00,0.00,0.00,1.0,0,19.50,0.78,46,48,7.86,69.53,1.28,3.94,53,1831,0.00,8.7,0.00,0
6.002,-10.16,0.78,14.28,off,off,-10.71,14.75,0.26,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,46,48,7.94,69.52,1.32,3.94,53,1821,0.00,8.7,0.00,0
6.056,-9.38,0.78,14.43,off,off,-10.65,14.75,0.26,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,46,48,8.05,69.54,1.32,4.00,53,1815,0.00,8.7,0.00,0
6.145,-9.38,0.78,14.62,off,off,-10.70,14.75,0.26,on,14.09,59,1.000,0.00,0.00,0.00,1.0,0,20.00,0.77,46,48,8.15,69.50,1.28,3.95,53,1812,0.00,8.7,0.00,0
6.201,-8.59,0.78,14.70,off,off,-10.68,14.75,0.26,on,14.09,59,1.000,0.00,0.00,0.00,1.0,0,20.00,0.77,46,48,8.17,69.52,1.30,3.97,53,1810,0.00,8.7,0.00,0
6.257,-8.59,0.78,14.96,off,off,-10.67,14.75,0.27,on,14.09,59,1.000,0.00,0.00,0.00,1.0,0,20.00,0.77,46,48,8.21,69.51,1.28,3.98,53,1809,0.00,8.7,0.00,0
6.344,-7.03,0.78,15.08,off,off,-10.71,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,19.50,0.77,46,48,8.25,69.47,1.30,3.94,53,1809,0.00,8.7,0.00,0
6.401,-6.25,0.78,15.16,off,off,-10.66,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,19.50,1.16,46,48,8.30,69.53,1.30,3.99,53,1810,0.00,8.7,0.00,0
6.463,-6.25,0.78,15.17,off,off,-10.67,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,19.00,1.16,46,48,8.32,69.54,1.26,3.98,53,1809,0.00,8.7,0.00,0
6.521,-6.25,0.78,15.12,off,off,-10.68,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,17.50,1.16,46,48,8.34,69.54,1.28,3.97,53,1811,0.00,8.7,0.00,0
6.577,-6.25,0.78,15.08,off,off,-10.66,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,16.00,1.16,46,48,8.32,69.54,1.26,3.99,53,1812,0.00,8.3,0.00,0
6.654,-6.25,0.78,14.96,off,off,-10.70,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,14.50,1.16,46,48,8.29,69.49,1.28,3.95,53,1810,0.00,8.3,0.00,0
6.718,-6.25,0.78,14.84,off,off,-10.71,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,15.50,1.15,46,48,8.24,69.47,1.24,3.94,53,1803,0.00,8.3,0.00,0
6.784,-7.03,0.78,14.75,off,off,-10.70,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,15.00,1.15,46,48,8.23,69.48,1.24,3.95,53,1802,0.00,8.3,0.00,0
6.839,-7.03,0.78,14.72,off,off,-10.68,14.65,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,14.50,1.15,46,48,8.21,69.49,1.24,3.97,53,1796,0.00,8.3,0.00,0
6.897,-7.03,0.78,14.69,off,off,-10.70,14.66,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,14.50,1.15,46,48,8.16,69.46,1.24,3.95,53,1795,0.00,8.3,0.00,0
6.957,-7.03,0.78,14.70,off,off,-10.75,14.66,0.27,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,14.50,1.15,46,48,8.11,69.40,1.24,3.90,53,1793,0.00,8.3,0.00,0
7.045,-7.03,0.78,14.66,off,off,-10.71,14.66,0.26,on,13.99,59,1.000,0.00,0.00,0.00,1.0,0,14.00,1.14,46,48,8.07,69.42,1.26,3.94,53,1785,0.00,8.3,0.00,0
7.100,-7.03,0.78,14.63,off,off,-10.73,14.66,0.26,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,14.50,1.14,46,48,8.05,69.39,1.28,3.91,53,1783,0.00,8.3,0.00,0
7.157,-7.03,0.78,14.62,off,off,-10.76,14.66,0.26,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,15.00,1.14,46,48,8.03,69.36,1.28,3.89,53,1776,0.00,8.3,0.00,0
7.245,-7.81,0.78,14.60,off,off,-10.78,14.66,0.27,on,14.04,59,1.000,0.00,0.00,0.00,1.0,0,15.50,1.13,46,48,8.03,69.29,1.24,3.87,53,1768,0.00,8.3,0.00,0
7.300,-7.81,0.78,14.58,off,off,-10.78,14.66,0.27,on,14.04,61,1.000,0.00,0.00,0.00,1.0,0,16.00,1.13,46,48,8.03,69.29,1.22,3.87,53,1768,0.00,8.3,0.00,0
7.366,-7.81,0.78,14.59,off,off,-10.77,14.66,0.27,on,14.04,61,1.000,0.00,0.00,0.00,1.0,0,15.50,1.13,46,48,8.02,69.24,1.24,3.88,53,1764,0.00,8.3,0.00,0
7.421,-7.81,0.78,14.56,off,off,-10.80,14.66,0.27,on,14.04,61,1.000,0.00,0.00,0.00,1.0,0,16.00,1.13,46,48,8.02,69.24,1.28,3.85,53,1759,0.00,8.3,0.00,0
7.478,-7.81,0.78,14.58,off,off,-10.77,14.66,0.27,on,14.04,61,1.000,0.00,0.00,0.00,1.0,0,16.00,1.12,46,48,8.02,69.21,1.24,3.88,53,1755,0.00,8.3,0.00,0
7.554,-7.81,0.78,14.59,off,off,-10.76,14.66,0.27,on,14.04,61,1.000,0.00,0.00,0.00,1.0,0,16.00,1.12,46,48,8.02,69.26,1.20,3.89,53,1750,0.00,8.3,0.00,0
7.618,-7.81,0.78,14.57,off,off,-10.78,14.67,0.27,on,14.09,61,1.000,0.00,0.00,0.00,1.0,0,16.00,1.12,46,48,8.02,69.23,1.26,3.87,53,1747,0.00,8.3,0.00,0
