Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
1.001,6.25,-5.47,13.83,off,off,-11.29,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.53,50,61,2.63,65.75,0.64,3.36,168,825,0.00,3.1,0.00,0
1.055,6.25,-5.47,13.84,off,off,-11.31,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.53,50,61,2.59,65.79,0.68,3.34,168,821,0.00,3.1,0.00,0
1.113,7.03,-5.47,13.83,off,off,-11.36,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.52,50,61,2.55,65.86,0.74,3.29,168,814,0.00,3.1,0.00,0
1.173,7.03,-5.47,13.86,off,off,-11.36,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.52,50,61,2.52,65.89,0.74,3.29,168,809,0.00,3.1,0.00,0
1.239,7.03,-5.47,13.88,off,off,-11.39,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.51,50,61,2.50,65.95,0.72,3.26,168,802,0.00,3.1,0.00,0
1.298,7.81,-5.47,13.89,off,off,-11.37,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.51,50,61,2.48,66.11,0.72,3.28,168,797,0.00,3.1,0.00,0
1.354,7.81,-5.47,13.93,off,off,-11.36,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.51,50,61,2.48,66.40,0.76,3.28,168,792,0.00,3.5,0.00,0
1.413,7.81,-5.47,13.93,off,off,-11.36,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.50,50,61,2.47,66.74,0.74,3.29,168,785,0.00,3.5,0.00,0
1.476,8.59,-5.47,13.96,off,off,-11.33,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.50,50,61,2.48,66.90,0.74,3.32,168,782,0.00,3.5,0.00,0
1.551,8.59,-5.47,13.98,off,off,-11.30,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.50,50,61,2.49,67.03,0.72,3.35,168,779,0.00,3.5,0.00,0
1.595,8.59,-5.47,13.98,off,off,-11.29,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.50,50,61,2.49,67.24,0.72,3.36,168,774,0.00,3.5,0.00,0
1.653,9.38,-5.47,13.99,off,off,-11.25,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.49,67.46,0.72,3.40,168,769,0.00,3.5,0.00,0
1.712,9.38,-5.47,14.00,off,off,-11.24,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.49,50,61,2.49,67.61,0.74,3.40,168,765,0.00,3.5,0.00,0
1.768,9.38,-5.47,13.97,off,off,-11.19,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.49,67.57,0.72,3.46,168,764,0.00,3.5,0.00,0
1.834,9.38,-5.47,14.00,off,off,-11.17,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.49,50,61,2.50,67.54,0.72,3.48,168,764,0.00,3.5,0.00,0
1.904,10.16,-5.47,13.98,off,off,-11.16,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.50,67.56,0.70,3.49,168,763,0.00,3.5,0.00,0
1.973,10.16,-5.47,13.94,off,off,-11.14,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.50,67.53,0.72,3.51,168,763,0.00,3.5,0.00,0
2.042,10.16,-5.47,13.92,off,off,-11.14,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.49,67.60,0.70,3.51,168,762,0.00,3.5,0.00,0
2.095,10.16,-5.47,13.89,off,off,-11.13,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.49,67.50,0.70,3.52,168,763,0.00,3.1,0.00,0
2.153,10.16,-5.47,13.86,off,off,-11.14,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.48,67.62,0.68,3.51,168,761,0.00,3.1,0.00,0
2.222,10.16,-5.47,13.85,off,off,-11.14,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.45,67.83,0.68,3.51,168,757,0.00,3.1,0.00,0
2.275,10.16,-5.47,13.79,off,off,-11.14,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.48,50,61,2.44,67.93,0.68,3.51,168,755,0.00,3.5,0.00,0
2.341,10.16,-5.47,13.80,off,off,-11.14,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,7.00,0.48,50,61,2.45,67.80,0.68,3.51,168,757,0.00,3.5,0.00,0
2.395,10.16,-5.47,13.73,off,off,-11.12,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.45,67.61,0.66,3.53,168,761,0.00,3.1,0.00,0
2.463,10.94,-5.47,13.73,off,off,-11.12,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.44,67.29,0.70,3.53,168,767,0.00,3.1,0.00,0
2.533,10.94,-5.47,13.72,off,off,-11.11,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.44,67.01,0.72,3.54,168,773,0.00,3.1,0.00,0
2.587,10.94,-5.47,13.68,off,off,-11.14,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.41,67.19,0.72,3.51,168,771,0.00,3.1,0.00,0
2.643,10.94,-5.47,13.68,off,off,-11.15,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.40,67.10,0.70,3.50,168,773,0.00,3.1,0.00,0
2.711,10.94,-5.47,13.63,off,off,-11.17,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.38,67.16,0.70,3.47,168,772,0.00,3.1,0.00,0
2.767,10.94,-5.47,13.63,off,off,-11.19,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.37,67.17,0.70,3.46,168,772,0.00,3.1,0.00,0
2.838,10.94,-5.47,13.59,off,off,-11.21,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,2,6.50,0.49,50,61,2.35,67.27,0.72,3.44,168,771,0.00,3.1,0.00,0
2.883,10.94,-5.47,13.60,off,off,-11.21,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,2.00,0.49,50,61,2.33,67.43,0.72,3.44,168,768,0.00,3.1,0.00,0
2.947,10.94,-5.47,13.58,off,off,-11.23,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,2.00,0.49,50,61,2.31,68.02,0.74,3.42,168,757,0.00,3.1,0.00,0
3.004,10.94,-5.47,13.58,off,off,-11.24,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,2.50,0.48,50,61,2.30,68.40,0.72,3.41,168,750,0.00,3.1,0.00,0
3.072,10.94,-5.47,13.55,off,off,-11.22,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,3.50,0.47,50,61,2.29,69.02,0.72,3.43,168,737,0.00,3.5,0.00,0
3.128,10.94,-5.47,13.58,off,off,-11.21,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,3.50,0.47,50,61,2.30,69.23,0.74,3.44,168,732,0.00,3.5,0.00,0
3.184,10.94,-5.47,13.54,off,off,-11.15,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.46,50,61,2.30,69.40,0.78,3.50,168,724,0.00,3.5,0.00,0
3.252,10.94,-5.47,13.58,off,off,-11.13,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.46,50,61,2.31,69.53,0.78,3.52,168,720,0.00,3.5,0.00,0
3.309,10.94,-5.47,13.56,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.31,69.63,0.80,3.58,168,714,0.00,3.5,0.00,0
3.366,10.94,-5.47,13.57,off,off,-11.04,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.33,69.57,0.78,3.61,168,713,0.00,3.5,0.00,0
3.423,11.72,-5.47,13.58,off,off,-10.99,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.35,69.32,0.76,3.66,168,717,0.00,3.5,0.00,0
3.492,11.72,-5.47,13.57,off,off,-10.97,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.35,69.36,0.74,3.68,168,712,0.00,3.5,0.00,0
3.546,11.72,-5.47,13.61,off,off,-10.95,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.36,69.24,0.74,3.70,168,713,0.00,3.5,0.00,0
3.603,11.72,-5.47,13.57,off,off,-10.93,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.37,68.99,0.72,3.72,168,717,0.00,3.5,0.00,0
3.679,11.72,-5.47,13.60,off,off,-10.92,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.38,68.78,0.72,3.73,168,722,0.00,3.1,0.00,0
3.723,11.72,-5.47,13.59,off,off,-10.92,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,5.00,0.46,50,61,2.38,68.69,0.74,3.73,168,724,0.00,3.1,0.00,0
3.783,11.72,-5.47,13.60,off,off,-10.93,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.39,68.53,0.72,3.72,168,729,0.00,3.1,0.00,0
3.852,11.72,-5.47,13.60,off,off,-10.94,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.38,68.50,0.72,3.71,168,730,0.00,3.1,0.00,0
3.905,11.72,-5.47,13.60,off,off,-10.94,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.38,68.38,0.70,3.71,168,733,0.00,3.1,0.00,0
3.977,12.50,-5.47,13.59,off,off,-10.98,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.38,68.40,0.70,3.67,168,735,0.00,3.1,0.00,0
4.032,12.50,-5.47,13.59,off,off,-10.99,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.36,68.45,0.70,3.66,168,735,0.00,3.1,0.00,0
4.087,12.50,-5.47,13.58,off,off,-11.03,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.36,68.45,0.74,3.62,168,737,0.00,3.1,0.00,0
4.143,12.50,-5.47,13.59,off,off,-11.03,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.35,68.52,0.74,3.62,168,736,0.00,3.1,0.00,0
4.219,12.50,-5.47,13.60,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.33,68.74,0.74,3.61,168,731,0.00,3.1,0.00,0
4.263,12.50,-5.47,13.59,off,off,-11.05,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.32,69.03,0.72,3.59,168,726,0.00,3.1,0.00,0
4.327,12.50,-5.47,13.61,off,off,-11.05,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.46,50,61,2.33,69.01,0.74,3.59,168,726,0.00,3.1,0.00,0
4.392,13.28,-5.47,13.58,off,off,-11.03,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.33,68.90,0.78,3.62,168,727,0.00,3.1,0.00,0
4.446,13.28,-5.47,13.63,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.34,68.70,0.78,3.61,168,732,0.00,3.1,0.00,0
4.504,13.28,-5.47,13.59,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.33,68.83,0.76,3.61,168,729,0.00,3.1,0.00,0
4.577,13.28,-5.47,13.63,off,off,-11.03,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.34,68.78,0.74,3.61,168,730,0.00,3.1,0.00,0
4.632,13.28,-5.47,13.63,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.34,68.78,0.78,3.61,168,730,0.00,3.1,0.00,0
4.686,13.28,-5.47,13.64,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.34,68.81,0.78,3.61,168,730,0.00,3.1,0.00,0
4.759,14.06,-5.47,13.65,off,off,-11.04,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.35,68.73,0.76,3.61,168,732,0.00,3.1,0.00,0
4.804,14.06,-5.47,13.65,off,off,-11.05,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.35,68.71,0.76,3.60,168,733,0.00,3.1,0.00,0
4.882,14.06,-5.47,13.66,off,off,-11.06,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.47,50,61,2.35,68.86,0.76,3.59,168,729,0.00,3.1,0.00,0
4.951,14.06,-5.47,13.68,off,off,-11.07,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,61,2.35,68.89,0.76,3.58,168,730,0.00,3.1,0.00,0
5.015,14.06,-5.47,13.68,off,off,-11.06,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,63,2.35,68.95,0.76,3.59,168,728,0.00,3.1,0.00,0
5.092,14.06,-5.47,13.66,off,off,-11.08,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,63,2.35,68.98,0.76,3.57,168,729,0.00,3.1,0.00,0
5.162,14.84,-5.47,13.67,off,off,-11.06,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,63,2.36,68.82,0.76,3.59,168,731,0.00,3.1,0.00,0
5.217,14.06,-5.47,13.66,off,off,-11.07,13.28,0.18,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.47,50,63,2.36,68.91,0.74,3.57,168,730,0.00,3.1,0.00,0
5.273,14.84,-5.47,13.66,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.46,50,63,2.35,69.20,0.72,3.57,168,724,0.00,3.1,0.00,0
5.338,14.84,-5.47,13.66,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.00,0.46,50,63,2.35,69.21,0.72,3.59,168,722,0.00,3.1,0.00,0
5.401,14.84,-5.47,13.66,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.46,50,63,2.36,69.17,0.70,3.58,168,724,0.00,3.1,0.00,0
5.455,14.84,-5.47,13.63,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,1,4.50,0.46,50,63,2.36,69.27,0.72,3.58,168,722,0.00,3.1,0.00,0
5.513,14.84,-5.47,13.64,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.35,69.39,0.72,3.58,168,719,0.00,3.1,0.00,0
5.579,14.84,-3.12,13.62,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.36,69.39,0.74,3.58,168,719,0.00,3.1,0.00,0
5.636,14.84,3.12,13.64,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.62,50,63,2.37,69.19,0.74,3.59,168,723,0.00,3.1,0.00,0
5.703,15.62,7.03,13.59,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.14,0.74,3.59,168,724,0.00,3.1,0.00,0
5.769,15.62,8.59,13.61,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.10,0.74,3.59,168,725,0.00,3.1,0.00,0
5.824,15.62,10.94,13.58,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.13,0.74,3.59,168,724,0.00,3.1,0.00,0
5.891,15.62,11.72,13.59,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.13,0.72,3.59,168,724,0.00,3.1,0.00,0
5.946,15.62,13.28,13.57,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.38,69.10,0.70,3.58,168,726,0.00,3.1,0.00,0
6.004,15.62,13.28,13.56,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.09,0.70,3.59,168,725,0.00,3.1,0.00,0
6.072,15.62,13.28,13.56,off,off,-11.08,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.37,69.13,0.72,3.57,168,725,0.00,3.1,0.00,0
6.126,15.62,13.28,13.55,off,off,-11.08,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.62,50,63,2.36,69.51,0.72,3.57,168,717,0.00,3.1,0.00,0
6.190,15.62,13.28,13.54,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.35,69.71,0.74,3.59,168,712,0.00,3.1,0.00,0
6.245,15.62,13.28,13.48,off,off,-11.07,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.35,69.74,0.76,3.58,168,711,0.00,3.1,0.00,0
6.312,15.62,13.28,13.48,off,off,-11.06,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.35,69.78,0.76,3.59,168,710,0.00,3.1,0.00,0
6.376,15.62,13.28,13.44,off,off,-11.03,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.50,0.60,50,63,2.36,69.62,0.74,3.61,168,711,0.00,3.1,0.00,0
6.442,15.62,13.28,13.42,off,off,-11.03,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.36,69.65,0.74,3.62,168,710,0.00,3.1,0.00,0
6.497,14.84,13.28,13.33,off,off,-11.02,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.50,0.60,50,63,2.36,69.66,0.74,3.63,168,709,0.00,3.1,0.00,0
6.553,14.84,13.28,13.31,off,off,-11.01,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.50,0.61,50,63,2.36,69.50,0.76,3.64,168,712,0.00,3.1,0.00,0
6.629,14.84,13.28,13.21,off,off,-11.00,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.37,69.40,0.76,3.65,168,713,0.00,3.1,0.00,0
6.674,14.84,13.28,13.15,off,off,-10.99,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.36,69.56,0.78,3.66,168,709,0.00,3.1,0.00,0
6.737,14.06,13.28,13.12,off,off,-11.00,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.50,0.61,50,63,2.37,69.48,0.74,3.65,168,711,0.00,3.1,0.00,0
6.795,14.06,13.28,12.99,off,off,-11.00,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.50,0.61,50,63,2.37,69.46,0.74,3.65,168,712,0.00,3.1,0.00,0
6.871,13.28,13.28,12.93,off,off,-11.00,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.37,69.28,0.72,3.64,168,715,0.00,3.1,0.00,0
6.941,12.50,13.28,12.85,off,off,-11.01,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.37,69.20,0.72,3.64,168,719,0.00,3.1,0.00,0
6.996,11.72,13.28,12.70,off,off,-11.02,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.61,50,63,2.37,69.19,0.70,3.63,168,720,0.00,3.1,0.00,0
7.076,10.94,13.28,12.63,off,off,-11.02,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.62,50,63,2.36,69.07,0.70,3.63,168,723,0.00,3.1,0.00,0
7.146,10.16,13.28,12.56,off,off,-11.05,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,5.00,0.62,50,63,2.36,69.13,0.70,3.60,168,723,0.00,3.1,0.00,0
7.204,10.16,13.28,12.42,off,off,-11.05,13.28,0.19,on,13.25,183,1.000,0.00,0.00,0.00,1.0,0,4.50,0.61,50,63,2.35,69.19,0.70,3.60,168,722,0.00,3.1,0.00,0
