Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
2.896,-0.78,-7.03,14.30,off,off,-3.80,14.12,0.88,on,11.17,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.64,46,48,28.30,73.58,2.00,10.84,51,1928,0.00,18.9,0.00,0
2.940,-0.78,-7.03,14.35,off,off,-3.79,14.12,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,48,28.29,73.59,2.02,10.86,51,1929,0.00,18.9,0.00,0
3.014,-0.78,-7.03,14.29,off,off,-3.83,14.12,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,48,28.41,73.53,1.98,10.82,51,1938,0.00,18.9,0.00,0
3.089,-0.78,-7.03,14.31,off,off,-3.80,14.13,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.66,46,48,28.57,73.56,2.06,10.85,51,1944,0.00,18.9,0.00,0
3.133,0.00,-7.03,14.25,off,off,-3.78,14.13,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,48,28.45,73.57,2.02,10.86,51,1929,0.00,19.3,0.00,0
3.189,0.00,-7.03,14.31,off,off,-3.73,14.13,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,48,28.79,73.65,2.04,10.92,51,1945,0.00,18.9,0.00,0
3.264,0.00,-7.03,14.18,off,off,-3.72,14.13,0.88,on,11.20,50,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,48,28.89,73.66,2.02,10.93,51,1962,0.00,18.5,0.00,0
3.330,-0.78,-7.03,14.25,off,off,-3.92,14.21,0.87,on,11.23,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,48,28.55,73.46,2.00,10.72,51,1964,0.00,18.5,0.00,0
3.374,-0.78,-7.03,14.21,off,off,-4.04,14.29,0.85,on,11.27,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,48,28.39,73.34,2.00,10.60,51,1970,0.00,18.5,0.00,0
3.431,-0.78,-7.03,14.26,off,off,-4.02,14.29,0.85,on,11.30,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,48,28.36,73.37,2.00,10.63,51,1971,0.00,18.5,0.00,0
3.516,-0.78,-7.03,14.19,off,off,-4.06,14.29,0.85,on,11.30,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,48,28.19,73.32,2.02,10.58,51,1963,0.00,18.5,0.00,0
3.571,-0.78,-7.03,14.21,off,off,-4.06,14.29,0.85,on,11.30,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.66,46,48,28.17,73.33,2.02,10.59,51,1949,0.00,18.9,0.00,0
3.636,-0.78,-7.03,14.23,off,off,-4.03,14.21,0.87,on,11.27,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.66,46,48,28.26,73.36,2.00,10.62,51,1949,0.00,18.9,0.00,0
3.693,-0.78,-7.03,14.21,off,off,-3.96,14.21,0.87,on,11.27,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,28.53,73.43,2.02,10.69,51,1961,0.00,18.5,0.00,0
3.756,-0.78,-7.03,14.16,off,off,-4.03,14.21,0.87,on,11.30,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.66,46,48,28.10,73.36,2.00,10.62,51,1949,0.00,18.5,0.00,0
3.810,-1.56,-7.03,14.17,off,off,-4.01,14.21,0.87,on,11.33,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,28.36,73.38,2.00,10.64,51,1956,0.00,18.5,0.00,0
3.889,-0.78,-7.03,14.16,off,off,-4.04,14.21,0.87,on,11.30,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,46,28.42,73.38,2.00,10.60,51,1969,0.00,18.1,0.00,0
3.953,-1.56,-7.03,14.22,off,off,-4.09,14.29,0.85,on,11.33,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.68,46,46,28.20,73.30,2.00,10.56,51,1967,0.00,18.1,0.00,0
4.010,-1.56,-7.03,14.23,off,off,-4.17,14.30,0.85,on,11.33,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,27.90,73.23,1.96,10.48,51,1956,0.00,18.1,0.00,0
4.074,-1.56,-7.03,14.24,off,off,-4.20,14.30,0.85,on,11.33,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,27.88,73.20,1.98,10.45,51,1956,0.00,18.1,0.00,0
4.130,-1.56,-7.03,14.27,off,off,-4.20,14.30,0.85,on,11.37,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,27.78,73.17,1.96,10.45,51,1954,0.00,18.1,0.00,0
4.215,-1.56,-7.03,14.34,off,off,-4.19,14.38,0.84,on,11.37,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,27.71,73.21,1.98,10.46,51,1954,0.00,18.1,0.00,0
4.269,-1.56,-7.03,14.28,off,off,-4.21,14.38,0.84,on,11.37,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.67,46,46,27.63,73.19,1.98,10.43,51,1952,0.00,18.1,0.00,0
4.357,-1.56,-7.03,14.27,off,off,-4.20,14.38,0.84,on,11.40,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.66,46,46,27.43,73.21,1.98,10.45,51,1937,0.00,18.1,0.00,0
4.412,-1.56,-7.03,14.27,off,off,-4.24,14.38,0.84,on,11.40,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,46,27.48,73.18,1.98,10.41,51,1935,0.00,18.1,0.00,0
4.476,-1.56,-7.03,14.31,off,off,-4.25,14.38,0.84,on,11.40,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,46,27.37,73.16,1.98,10.40,51,1931,0.00,18.1,0.00,0
4.531,-1.56,-7.03,14.30,off,off,-4.19,14.38,0.84,on,11.40,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.65,46,46,27.32,73.21,1.96,10.46,51,1930,0.00,18.1,0.00,0
4.609,-1.56,-7.03,14.29,off,off,-4.26,14.38,0.84,on,11.44,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.63,46,46,26.95,73.17,1.98,10.38,51,1909,0.00,18.1,0.00,0
4.671,-2.34,-7.03,14.25,off,off,-4.21,14.39,0.84,on,11.44,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.63,46,46,27.01,73.18,1.96,10.44,51,1915,0.00,18.1,0.00,0
4.749,-2.34,-7.03,14.27,off,off,-4.32,14.39,0.83,on,11.44,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.63,46,46,26.77,73.12,1.94,10.33,51,1915,0.00,17.7,0.00,0
4.811,-2.34,-7.03,14.25,off,off,-4.34,14.39,0.83,on,11.51,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.62,46,46,26.46,73.08,1.94,10.31,51,1903,0.00,17.7,0.00,0
4.896,-2.34,-7.03,14.37,off,off,-4.29,14.39,0.83,on,11.51,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.62,46,46,26.47,73.16,1.96,10.36,51,1897,0.00,18.1,0.00,0
4.951,-1.56,-7.03,14.32,off,off,-4.18,14.39,0.83,on,11.51,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.61,46,46,26.59,73.20,1.98,10.47,51,1896,0.00,18.1,0.00,0
5.010,-2.34,-7.03,14.42,off,off,-4.20,14.39,0.84,on,11.44,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.61,46,46,26.61,73.23,2.00,10.45,51,1893,0.00,17.7,0.00,0
5.099,-1.56,-7.03,14.43,off,off,-4.21,14.39,0.84,on,11.44,52,1.000,0.00,0.00,0.00,2.0,0,-12.50,1.60,46,46,26.34,73.23,1.96,10.43,51,1877,0.00,17.7,0.00,0
5.153,-1.56,-7.03,14.44,off,off,-4.21,14.39,0.84,on,11.51,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.60,46,46,26.27,73.24,1.92,10.44,51,1877,0.00,17.7,0.00,0
5.217,-1.56,-7.03,14.48,off,off,-4.21,14.39,0.83,on,11.51,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.61,46,46,26.41,73.19,1.92,10.43,51,1895,0.00,17.7,0.00,0
5.271,-1.56,-7.03,14.42,off,off,-4.29,14.39,0.83,on,11.54,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.61,46,46,26.15,73.16,1.94,10.36,51,1883,0.00,17.7,0.00,0
5.349,-1.56,-7.03,14.45,off,off,-4.28,14.39,0.83,on,11.54,52,1.000,0.00,0.00,0.00,2.0,0,-12.50,1.60,46,46,26.23,73.18,1.96,10.37,51,1879,0.00,17.7,0.00,0
5.427,-1.56,-7.03,14.52,off,off,-4.26,14.39,0.83,on,11.54,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.62,46,46,26.38,73.19,1.96,10.39,51,1891,0.00,17.7,0.00,0
5.492,-1.56,-7.03,14.46,off,off,-4.31,14.39,0.83,on,11.54,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.59,46,46,25.90,73.16,1.96,10.34,51,1865,0.00,17.7,0.00,0
5.549,-1.56,-7.03,14.43,off,off,-4.35,14.39,0.83,on,11.58,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.61,46,46,26.17,73.11,1.94,10.30,51,1886,0.00,17.7,0.00,0
5.610,-1.56,-7.03,14.39,off,off,-4.47,14.40,0.83,on,11.58,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.62,46,46,26.19,72.99,1.90,10.18,51,1898,0.00,17.3,0.00,0
5.685,-1.56,-7.03,14.31,off,off,-4.45,14.40,0.81,on,11.61,52,1.000,0.00,0.00,0.00,2.0,0,-14.00,1.21,46,46,25.98,73.01,1.92,10.20,51,1890,0.00,17.3,0.00,0
5.729,-2.34,-7.03,14.33,off,off,-4.51,14.40,0.83,on,11.61,52,1.000,0.00,0.00,0.00,2.0,0,-13.00,1.60,46,46,25.80,72.98,1.94,10.14,51,1873,0.00,17.7,0.00,0
5.793,-1.56,-7.03,14.38,off,off,-4.47,14.40,0.83,on,11.58,52,1.000,0.00,0.00,0.00,2.0,0,-11.50,1.60,46,46,25.92,73.03,1.96,10.18,51,1872,0.00,17.7,0.00,0
5.850,-2.34,-7.03,14.31,off,off,-4.46,14.40,0.83,on,11.58,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.60,46,46,26.02,73.02,1.90,10.19,51,1879,0.00,17.3,0.00,0
5.927,-2.34,-7.03,14.28,off,off,-4.50,14.40,0.83,on,11.61,52,1.000,0.00,0.00,0.00,2.0,0,-13.00,1.20,46,46,25.95,72.99,1.94,10.15,51,1879,0.00,17.3,0.00,0
5.994,-2.34,-7.03,14.35,off,off,-4.42,14.40,0.81,on,11.65,52,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.60,46,46,25.84,73.03,1.92,10.23,51,1877,0.00,17.3,0.00,0
6.050,-2.34,-7.03,14.34,off,off,-4.49,14.40,0.81,on,11.65,52,1.000,0.00,0.00,0.00,2.0,0,-12.50,1.61,46,46,25.87,72.97,1.94,10.16,51,1886,0.00,17.3,0.00,0
6.121,-2.34,-7.03,14.28,off,off,-4.56,14.40,0.81,on,11.65,52,1.000,0.00,0.00,0.00,2.0,0,-11.50,1.60,46,46,25.66,72.95,1.94,10.09,51,1870,0.00,17.3,0.00,0
6.190,-2.34,-7.03,14.31,off,off,-4.51,14.40,0.81,on,11.65,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.20,46,46,25.86,72.98,1.92,10.14,51,1879,0.00,17.7,0.00,0
6.249,-2.34,-7.03,14.28,off,off,-4.52,14.41,0.83,on,11.69,54,1.000,0.00,0.00,0.00,2.0,0,-12.00,1.20,46,46,25.80,72.98,1.94,10.13,51,1875,0.00,17.7,0.00,0
6.335,-2.34,-7.03,14.30,off,off,-4.43,14.41,0.83,on,11.65,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.58,46,46,25.67,73.08,1.96,10.21,51,1849,0.00,17.7,0.00,0
6.389,-2.34,-7.03,14.31,off,off,-4.29,14.41,0.83,on,11.65,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.58,46,46,26.00,73.14,1.94,10.36,51,1861,0.00,18.1,0.00,0
6.469,-2.34,-7.03,14.29,off,off,-4.33,14.41,0.83,on,11.58,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.58,46,46,25.69,73.17,1.96,10.32,51,1841,0.00,17.7,0.00,0
6.531,-3.12,-7.03,14.26,off,off,-4.23,14.41,0.83,on,11.65,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.57,46,46,25.54,73.25,1.90,10.42,51,1829,0.00,17.7,0.00,0
6.607,-3.12,-7.03,14.35,off,off,-4.20,14.41,0.84,on,11.61,54,1.000,0.00,0.00,0.00,2.0,0,-11.50,1.56,46,46,25.57,73.28,1.94,10.45,51,1821,0.00,18.1,0.00,0
6.670,-3.12,-7.03,14.39,off,off,-4.05,14.41,0.84,on,11.61,54,1.000,0.00,0.00,0.00,2.0,0,-11.00,1.55,46,46,25.70,73.36,1.98,10.60,51,1814,0.00,18.1,0.00,0
6.734,-3.12,-7.03,14.33,off,off,-4.92,14.41,0.79,on,11.69,54,1.000,0.00,0.00,0.00,2.0,0,-10.50,1.55,46,46,23.92,72.75,1.62,9.73,51,1813,0.00,12.2,0.00,0
6.789,-3.12,-7.03,14.38,off,off,-5.84,14.58,0.70,on,11.98,54,1.000,0.00,0.00,0.00,2.0,0,-8.50,1.16,46,46,20.81,72.05,1.48,8.81,51,1821,0.00,10.6,0.00,0
6.849,-3.91,-7.03,14.37,off,off,-7.21,14.61,0.58,on,12.54,54,1.000,0.00,0.00,0.00,2.0,0,-4.00,1.18,46,46,17.82,71.40,1.30,7.44,51,1853,0.00,9.1,0.00,0
6.925,-3.91,-7.03,14.34,off,off,-7.98,14.61,0.52,off,12.89,54,1.000,0.00,0.00,0.00,2.0,0,-3.00,0.80,46,46,15.62,70.75,1.36,6.66,51,1861,0.00,8.7,0.00,0
6.971,-1.56,-7.03,14.26,off,off,-8.55,14.62,0.44,on,12.98,54,1.000,0.00,0.00,0.00,2.0,0,1.50,1.59,46,46,13.91,70.50,1.26,6.10,51,1868,0.00,8.3,0.00,0
7.037,-1.56,-7.03,14.32,off,off,-9.21,14.63,0.40,on,13.07,54,1.000,0.00,0.00,0.00,2.0,0,3.50,1.20,46,46,12.65,70.24,1.22,5.44,51,1885,0.00,8.3,0.00,0
7.097,-1.56,-7.03,14.39,off,off,-9.59,14.64,0.36,on,13.20,54,1.000,0.00,0.00,0.00,2.0,0,4.50,1.21,46,46,11.68,70.13,1.20,5.06,51,1898,0.00,8.3,0.00,0
7.154,-1.56,-7.03,14.39,off,off,-9.86,14.62,0.34,on,13.25,54,1.000,0.00,0.00,0.00,2.0,0,5.00,1.22,46,46,10.92,70.04,1.24,4.79,51,1906,0.00,8.3,0.00,0
7.209,-1.56,-7.03,14.32,off,off,-10.09,14.62,0.32,on,13.30,54,1.000,0.00,0.00,0.00,2.0,0,7.00,0.81,46,46,10.34,69.99,1.28,4.56,51,1907,0.00,8.3,0.00,0
7.273,-2.34,-7.03,14.16,off,off,-10.14,14.62,0.31,on,13.30,54,1.000,0.00,0.00,0.00,2.0,0,7.50,0.81,46,46,9.92,69.96,1.30,4.51,51,1907,0.00,8.3,0.00,0
7.330,-3.12,-7.03,14.05,off,off,-10.34,14.64,0.30,on,13.34,54,1.000,0.00,0.00,0.00,2.0,0,9.00,0.81,46,46,9.62,69.90,1.30,4.31,51,1898,0.00,8.3,0.00,0
7.390,-3.91,-7.03,13.97,off,off,-10.38,14.64,0.30,on,13.34,54,1.000,0.00,0.00,0.00,2.0,0,9.50,0.81,46,46,9.40,69.88,1.30,4.27,51,1889,0.00,8.3,0.00,0
