Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
0.682,-1.56,-4.69,14.62,off,off,-11.77,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,48,5.48,67.99,1.12,2.88,59,1760,0.00,6.3,0.00,0
0.752,-1.56,-4.69,14.66,off,off,-11.75,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.76,46,48,5.60,68.23,1.10,2.90,59,1787,0.00,6.3,0.00,0
0.846,-0.78,-4.69,14.67,off,off,-11.77,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.76,48,50,5.58,68.21,1.10,2.88,59,1785,0.00,6.3,0.00,0
0.904,-0.78,-4.69,14.71,off,off,-11.75,14.67,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.74,48,48,5.40,67.75,1.08,2.89,59,1733,0.00,6.3,0.00,0
0.961,-0.78,-4.69,14.77,off,off,-11.73,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,20.50,0.73,48,50,5.39,67.58,1.08,2.92,59,1710,0.00,6.3,0.00,0
1.041,-0.78,-4.69,14.82,off,off,-11.69,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,20.50,0.73,48,50,5.46,67.66,1.12,2.96,59,1712,0.00,6.3,0.00,0
1.103,0.00,-4.69,14.88,off,off,-11.68,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,20.50,0.74,48,50,5.58,67.88,1.12,2.97,59,1736,0.00,6.3,0.00,0
1.160,0.00,-4.69,14.92,off,off,-11.71,14.66,0.19,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.74,48,50,5.69,68.01,1.12,2.94,59,1756,0.00,6.3,0.00,0
1.239,0.00,-4.69,14.98,off,off,-11.70,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,50,5.69,68.07,1.12,2.94,59,1763,0.00,6.3,0.00,0
1.293,0.00,-4.69,14.99,off,off,-11.70,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,50,5.68,68.10,1.08,2.94,59,1766,0.00,6.3,0.00,0
1.350,0.00,-4.69,15.04,off,off,-11.73,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,50,5.67,68.11,1.04,2.91,59,1772,0.00,6.3,0.00,0
1.419,0.78,-4.69,15.02,off,off,-11.74,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,46,50,5.58,67.99,1.08,2.91,59,1753,0.00,6.3,0.00,0
1.483,0.78,-4.69,15.04,off,off,-11.72,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.74,48,50,5.50,67.80,1.06,2.93,59,1734,0.00,6.3,0.00,0
1.539,0.78,-4.69,15.08,off,off,-11.72,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,20.50,0.74,48,50,5.49,67.76,1.14,2.93,59,1729,0.00,6.3,0.00,0
1.620,0.78,-4.69,15.07,off,off,-11.74,14.67,0.18,on,15.30,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,50,5.62,68.03,1.10,2.91,59,1760,0.00,6.3,0.00,0
1.679,0.78,-4.69,15.07,off,off,-11.77,14.65,0.18,on,15.17,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.76,48,50,5.79,68.55,1.10,2.88,59,1823,0.00,6.3,0.00,0
1.766,0.78,-4.69,15.04,off,off,-11.82,14.64,0.18,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.79,48,50,5.88,68.88,1.10,2.83,59,1860,0.00,6.3,0.00,0
1.821,0.78,-4.69,15.01,off,off,-11.82,14.65,0.18,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.79,48,50,5.77,68.75,1.10,2.83,59,1845,0.00,6.3,0.00,0
1.899,0.78,-4.69,14.97,off,off,-11.84,14.65,0.18,on,15.17,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.77,48,50,5.56,68.35,1.12,2.81,59,1800,0.00,6.3,0.00,0
1.963,0.78,-4.69,14.95,off,off,-11.82,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.76,48,50,5.43,67.94,1.08,2.82,59,1754,0.00,6.3,0.00,0
2.021,0.78,-4.69,14.90,off,off,-11.82,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.75,48,50,5.44,67.96,1.10,2.82,59,1757,0.00,6.3,0.00,0
2.091,0.78,-4.69,14.85,off,off,-11.78,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.77,48,50,5.66,68.41,1.04,2.86,59,1808,0.00,6.3,0.00,0
2.159,0.78,-4.69,14.82,off,off,-11.84,14.64,0.18,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.79,48,50,5.85,69.03,1.10,2.81,59,1878,0.00,6.3,0.00,0
2.248,0.78,-4.69,14.75,off,off,-11.86,14.64,0.18,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.50,0.81,48,50,5.80,69.09,1.08,2.79,59,1884,0.00,6.3,0.00,0
2.303,0.78,-4.69,14.71,off,off,-11.86,14.65,0.18,on,15.17,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.79,48,50,5.61,68.72,1.12,2.79,59,1842,0.00,6.3,0.00,0
2.375,0.78,-4.69,14.71,off,off,-11.87,14.65,0.18,on,15.17,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.78,48,50,5.47,68.32,1.10,2.78,59,1797,0.00,6.3,0.00,0
2.420,0.78,-4.69,14.68,off,off,-11.87,14.66,0.18,on,15.24,72,1.000,0.00,0.00,0.00,1.0,1,21.00,0.76,48,50,5.43,68.25,1.12,2.77,59,1789,0.00,6.3,0.00,0
2.495,0.78,-4.69,14.68,off,off,-11.85,14.65,0.18,on,15.17,72,1.000,0.00,0.00,0.00,1.0,1,21.50,0.78,48,50,5.62,68.63,1.12,2.80,59,1832,0.00,6.3,0.00,0
2.550,0.78,-4.69,14.66,off,off,-11.91,14.64,0.18,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.80,48,50,5.89,69.35,1.08,2.74,59,1913,0.00,6.3,0.00,0
2.620,0.78,-4.69,14.64,off,off,-11.91,14.62,0.18,on,14.99,72,1.000,0.00,0.00,0.00,1.0,1,23.00,0.83,48,50,5.92,69.70,1.04,2.74,59,1952,0.00,6.3,0.00,0
2.700,0.78,-4.69,14.61,off,off,-11.95,14.61,0.17,on,14.93,72,1.000,0.00,0.00,0.00,1.0,1,23.00,0.83,48,50,5.77,69.58,1.14,2.70,59,1939,0.00,6.3,0.00,0
2.761,0.00,-4.69,14.59,off,off,-11.95,14.64,0.17,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.50,0.82,48,50,5.54,69.09,1.10,2.69,59,1884,0.00,6.3,0.00,0
2.839,0.00,-4.69,14.59,off,off,-11.92,14.64,0.17,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.79,48,50,5.46,68.84,1.10,2.73,59,1856,0.00,6.3,0.00,0
2.907,0.00,-4.69,14.58,off,off,-11.93,14.64,0.17,on,15.11,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.80,48,50,5.59,69.12,1.10,2.72,59,1887,0.00,6.3,0.00,0
2.964,0.00,-4.69,14.62,off,off,-11.94,14.61,0.17,on,14.93,72,1.000,0.00,0.00,0.00,1.0,1,22.00,0.82,48,50,5.86,69.86,1.10,2.71,59,1971,0.00,6.3,0.00,0
3.021,0.78,-4.69,14.64,off,off,-11.96,14.60,0.17,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.86,48,50,6.05,70.66,1.10,2.69,59,2046,0.00,6.3,0.00,0
3.100,0.00,-4.69,14.61,off,off,-12.04,14.60,0.17,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.89,48,50,6.03,71.12,1.04,2.60,59,2084,0.00,6.3,0.00,0
3.179,0.00,-4.69,14.57,off,off,-12.06,14.60,0.17,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.88,48,50,5.74,70.62,1.02,2.59,59,2042,0.00,6.3,0.00,0
3.235,0.00,-4.69,14.54,off,off,-12.06,14.61,0.16,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.86,48,50,5.49,70.03,1.08,2.59,59,1989,0.00,6.3,0.00,0
3.291,0.00,-4.69,14.51,off,off,-12.06,14.61,0.16,on,14.93,72,1.000,0.00,0.00,0.00,1.0,1,23.00,0.42,48,50,5.45,69.93,1.10,2.59,59,1979,0.00,6.3,0.00,0
3.359,0.00,-4.69,14.49,off,off,-12.07,14.60,0.16,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.00,0.42,48,50,5.58,70.32,1.10,2.57,59,2017,0.00,6.3,0.00,0
3.419,0.00,-4.69,14.45,off,off,-12.06,14.60,0.16,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.44,48,50,5.76,71.05,1.08,2.59,59,2079,0.00,6.3,0.00,0
3.479,0.00,-4.69,14.40,off,off,-12.14,14.60,0.16,on,14.87,72,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.84,71.65,1.08,2.51,59,2129,0.00,6.3,0.00,0
3.558,-0.78,-4.69,14.37,off,off,-12.17,14.60,0.16,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,48,50,5.77,71.90,0.98,2.48,59,2150,0.00,6.3,0.00,0
3.622,-0.78,-4.69,14.32,off,off,-12.20,14.60,0.16,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.56,71.59,1.02,2.45,59,2124,0.00,6.3,0.00,0
3.709,-1.56,-4.69,14.26,off,off,-12.19,14.60,0.16,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.45,71.43,1.08,2.46,59,2110,0.00,6.3,0.00,0
3.764,-1.56,-4.69,14.25,off,off,-12.14,14.60,0.14,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.46,71.64,1.08,2.51,59,2128,0.00,6.3,0.00,0
3.820,-1.56,-4.69,14.22,off,off,-12.14,14.60,0.14,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,48,50,5.50,71.92,1.06,2.51,59,2152,0.00,6.3,0.00,0
3.901,-2.34,-4.69,14.19,off,off,-12.18,14.61,0.14,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,5.54,72.37,1.00,2.47,59,2190,0.00,6.3,0.00,0
3.962,-2.34,-4.69,14.18,off,off,-12.26,14.61,0.14,on,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,5.54,72.80,1.06,2.38,59,2226,0.00,6.3,0.00,0
4.038,-2.34,-4.69,14.20,off,off,-12.25,14.61,0.14,on,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,5.45,72.85,1.06,2.40,59,2230,0.00,6.3,0.00,0
4.112,-1.56,-4.69,14.22,off,off,-12.25,14.61,0.14,on,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,5.38,72.93,1.06,2.40,59,2237,0.00,6.3,0.00,0
4.181,-1.56,-4.69,14.29,off,off,-12.27,14.61,0.14,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,5.30,72.94,0.98,2.38,59,2238,0.00,6.3,0.00,0
4.250,-1.56,-4.69,14.33,off,off,-12.29,14.71,0.13,off,14.87,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,5.28,73.18,1.04,2.36,59,2258,0.00,6.3,0.00,0
4.321,-1.56,-4.69,14.32,off,off,-12.32,14.61,0.13,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,5.28,73.50,1.02,2.33,59,2285,0.00,6.3,0.00,0
4.390,-1.56,-4.69,14.33,off,off,-12.29,14.61,0.13,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,5.20,73.60,1.00,2.36,59,2293,0.00,6.3,0.00,0
4.468,-1.56,-4.69,14.33,off,off,-12.30,14.61,0.13,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,5.10,73.59,0.92,2.35,60,2293,0.00,6.3,0.00,0
4.545,-1.56,-4.69,14.34,off,off,-12.34,14.61,0.13,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,5.02,73.68,0.94,2.31,60,2300,0.00,6.3,0.00,0
4.601,-1.56,-4.69,14.33,off,off,-12.30,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.99,74.00,0.90,2.35,60,2327,0.00,6.3,0.00,0
4.670,-1.56,-4.69,14.35,off,off,-12.29,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.91,74.15,0.90,2.36,60,2340,0.00,6.3,0.00,0
4.745,-1.56,-4.69,14.37,off,off,-12.34,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.78,74.07,0.88,2.31,60,2333,0.00,6.3,0.00,0
4.800,0.00,-4.69,14.34,off,off,-12.35,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.66,73.88,0.94,2.30,60,2317,0.00,6.3,0.00,0
4.880,0.00,-4.69,14.34,off,off,-12.30,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.62,74.03,0.94,2.35,60,2330,0.00,6.3,0.00,0
4.934,0.00,-4.69,14.38,off,off,-12.35,14.61,0.12,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.58,74.15,0.92,2.30,60,2340,0.00,6.3,0.00,0
4.990,0.00,-4.69,14.35,off,off,-12.30,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.50,74.09,0.94,2.35,60,2335,0.00,6.3,0.00,0
5.070,0.00,-4.69,14.37,off,off,-12.35,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.50,48,50,4.42,73.99,0.90,2.30,60,2326,0.00,6.3,0.00,0
5.131,0.00,-4.69,14.43,off,off,-12.30,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.36,73.95,0.90,2.35,60,2323,0.00,6.3,0.00,0
5.200,0.00,-4.69,14.49,off,off,-12.33,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.27,73.77,0.90,2.32,60,2308,0.00,6.3,0.00,0
5.280,0.00,-4.69,14.59,off,off,-12.29,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.21,73.65,0.96,2.36,60,2298,0.00,6.3,0.00,0
5.338,0.00,-4.69,14.74,off,off,-12.31,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.19,73.68,0.94,2.34,60,2301,0.00,6.3,0.00,0
5.392,0.00,-4.69,14.88,off,off,-12.30,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.17,73.71,0.90,2.35,60,2303,0.00,6.3,0.00,0
5.459,0.00,-4.69,15.16,off,off,-12.30,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.11,73.63,0.86,2.34,60,2296,0.00,6.3,0.00,0
5.545,0.00,-4.69,15.19,off,off,-12.33,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.07,73.54,0.90,2.32,60,2288,0.00,6.3,0.00,0
5.601,0.00,-4.69,15.46,off,off,-12.28,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.05,73.58,0.84,2.37,60,2292,0.00,6.3,0.00,0
5.670,0.00,-4.69,15.51,off,off,-12.31,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,48,50,4.00,73.44,0.92,2.34,60,2280,0.00,6.3,0.00,0
5.740,0.00,-4.69,15.67,off,off,-12.33,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.98,73.33,0.98,2.32,60,2271,0.00,6.3,0.00,0
5.803,0.00,-4.69,15.80,off,off,-12.25,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.98,73.30,1.00,2.40,60,2268,0.00,6.3,0.00,0
5.860,0.00,-4.69,15.99,off,off,-12.25,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.96,73.16,1.00,2.40,60,2256,0.00,6.3,0.00,0
5.946,0.00,-4.69,16.23,off,off,-12.23,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.96,73.04,1.00,2.42,60,2246,0.00,6.3,0.00,0
6.001,0.00,-4.69,16.44,off,off,-12.19,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.98,73.03,1.02,2.46,60,2246,0.00,6.3,0.00,0
6.076,0.00,-4.69,16.80,off,off,-12.24,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,48,50,3.98,72.87,0.98,2.41,60,2231,0.00,6.3,0.00,0
6.130,0.00,-4.69,17.35,off,off,-12.21,14.61,0.10,off,14.99,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,3.95,72.60,0.96,2.44,60,2209,0.00,6.3,0.00,0
6.199,0.00,-4.69,17.50,off,off,-12.13,14.60,0.10,off,13.30,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,3.95,72.42,1.00,2.52,60,2194,0.00,6.3,0.00,0
6.259,0.00,-4.69,17.87,off,off,-12.14,14.60,0.10,off,13.25,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,4.05,72.37,1.02,2.51,60,2189,0.00,6.3,0.00,0
6.319,0.00,-4.69,18.53,off,off,-12.10,14.60,0.10,off,13.20,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.47,48,50,4.14,72.32,1.04,2.55,60,2185,0.00,6.7,0.00,0
6.380,0.00,-4.69,19.16,off,off,-12.12,14.60,0.10,off,13.20,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,48,50,4.19,72.12,1.04,2.53,60,2169,0.00,6.7,0.00,0
6.449,0.00,-4.69,19.82,off,off,-12.05,14.60,0.12,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,48,50,4.44,72.02,1.06,2.60,60,2161,0.00,7.9,0.00,0
6.519,0.00,-4.69,20.72,off,off,-11.93,14.60,0.13,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,48,50,4.76,71.84,1.18,2.72,60,2145,0.00,7.9,0.00,0
6.570,0.00,-4.69,21.56,off,off,-11.81,14.60,0.13,off,13.11,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,4.96,71.57,1.20,2.84,60,2122,0.00,7.9,0.00,0
6.630,0.00,-4.69,22.20,off,off,-11.65,14.60,0.14,off,13.07,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.14,71.31,1.18,3.00,60,2101,0.00,7.9,0.00,0
6.694,0.00,-4.69,22.20,off,off,-11.60,14.60,0.14,off,13.07,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,48,50,5.30,71.09,1.24,3.05,60,2083,0.00,7.9,0.00,0
6.765,0.00,-4.69,22.20,off,off,-11.57,14.60,0.16,off,13.02,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.44,48,50,5.45,70.90,1.22,3.08,60,2067,0.00,7.9,0.00,0
6.810,0.00,-4.69,22.20,off,off,-11.53,14.60,0.16,off,13.02,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.44,48,50,5.54,70.50,1.22,3.11,60,2034,0.00,7.5,0.00,0
6.880,0.00,-4.69,22.20,off,off,-11.43,14.60,0.16,off,13.02,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.43,48,50,5.62,70.17,1.20,3.22,60,2007,0.00,7.9,0.00,0
6.960,0.00,-4.69,22.20,off,off,-11.39,14.60,0.17,off,13.07,73,1.000,0.00,0.00,0.00,1.0,1,23.50,0.43,48,50,5.77,70.01,1.20,3.25,60,1990,0.00,7.9,0.00,0
7.022,0.00,-4.69,22.20,off,off,-11.36,14.60,0.17,off,13.07,73,1.000,0.00,0.00,0.00,1.0,1,23.00,0.42,48,50,5.90,69.91,1.22,3.29,60,1974,0.00,7.9,0.00,0
7.100,0.00,-4.69,22.20,off,off,-11.31,14.60,0.18,off,13.07,73,1.000,0.00,0.00,0.00,1.0,1,23.00,0.42,48,50,6.01,69.79,1.22,3.33,60,1957,0.00,7.9,0.00,0
7.170,0.00,-4.69,22.20,off,off,-11.24,14.61,0.18,off,13.11,73,1.000,0.00,0.00,0.00,1.0,1,22.50,0.41,48,50,6.09,69.67,1.24,3.41,60,1935,0.00,7.9,0.00,0
7.223,0.00,-4.69,22.20,off,off,-11.19,14.61,0.18,off,13.11,73,1.000,0.00,0.00,0.00,1.0,1,22.50,0.41,48,50,6.12,69.49,1.22,3.46,60,1899,0.00,7.9,0.00,0
7.288,0.00,-4.69,22.20,off,off,-11.14,14.61,0.19,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,22.00,0.40,48,50,6.18,69.40,1.20,3.51,60,1876,0.00,7.9,0.00,0
7.343,0.00,-4.69,22.20,off,off,-11.11,14.61,0.19,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,22.00,0.40,48,50,6.22,69.28,1.22,3.54,60,1850,0.00,7.9,0.00,0
7.419,0.00,-4.69,22.20,off,off,-11.03,14.61,0.21,off,13.20,73,1.000,0.00,0.00,0.00,1.0,1,21.50,0.39,48,50,6.32,69.24,1.20,3.62,60,1829,0.00,7.9,0.00,0
7.480,0.00,-4.69,22.20,off,off,-10.92,14.61,0.21,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,21.50,0.39,48,50,6.41,69.32,1.18,3.73,60,1823,0.00,7.9,0.00,0
7.546,0.00,-4.69,22.20,off,off,-10.96,14.61,0.21,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,21.50,0.39,48,50,6.48,69.33,1.18,3.69,60,1816,0.00,7.9,0.00,0
7.600,0.00,-4.69,22.20,off,off,-10.93,14.61,0.21,off,13.16,73,1.000,0.00,0.00,0.00,1.0,1,21.50,0.38,48,50,6.50,69.22,1.18,3.72,60,1798,0.00,7.9,0.00,0
