Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
2.345,-2.34,-4.69,14.60,off,off,-11.07,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.44,69.17,1.24,3.58,84,1823,0.00,7.9,0.00,0
2.404,-3.12,-4.69,14.60,off,off,-11.09,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.45,69.17,1.22,3.56,84,1824,0.00,7.9,0.00,0
2.471,-3.12,-4.69,14.60,off,off,-11.10,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.45,69.17,1.20,3.55,84,1825,0.00,7.9,0.00,0
2.525,-3.12,-4.69,14.58,off,off,-11.07,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.46,69.16,1.22,3.57,84,1827,0.00,7.9,0.00,0
2.582,-3.12,-4.69,14.59,off,off,-11.08,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.46,69.20,1.18,3.57,84,1828,0.00,7.9,0.00,0
2.671,-3.12,-4.69,14.58,off,off,-11.08,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.43,69.19,1.18,3.57,84,1827,0.00,7.9,0.00,0
2.725,-3.12,-4.69,14.57,off,off,-11.10,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.42,69.18,1.20,3.55,84,1828,0.00,7.9,0.00,0
2.782,-3.12,-4.69,14.58,off,off,-11.07,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.40,69.19,1.20,3.58,84,1828,0.00,7.9,0.00,0
2.871,-3.12,-4.69,14.55,off,off,-11.07,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.38,69.23,1.22,3.58,84,1828,0.00,7.9,0.00,0
2.929,-3.12,-4.69,14.56,off,off,-11.04,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.36,69.24,1.22,3.61,84,1829,0.00,7.9,0.00,0
2.987,-3.12,-4.69,14.56,off,off,-11.04,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.34,69.23,1.20,3.61,84,1831,0.00,7.9,0.00,0
3.054,-3.12,-4.69,14.53,off,off,-11.05,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.31,69.24,1.22,3.60,84,1830,0.00,7.9,0.00,0
3.120,-3.12,-4.69,14.57,off,off,-11.05,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.30,69.24,1.24,3.60,84,1831,0.00,7.9,0.00,0
3.164,-3.12,-4.69,14.58,off,off,-11.02,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.29,69.23,1.20,3.63,84,1831,0.00,7.5,0.00,0
3.251,-3.12,-4.69,14.62,off,off,-11.03,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.28,69.24,1.22,3.62,84,1831,0.00,7.5,0.00,0
3.306,-3.12,-4.69,14.67,off,off,-11.04,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.27,69.25,1.14,3.61,84,1831,0.00,7.5,0.00,0
3.362,-3.12,-4.69,14.71,off,off,-11.08,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.21,69.22,1.12,3.57,84,1832,0.00,7.5,0.00,0
3.451,-2.34,-4.69,14.75,off,off,-11.06,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,66,70,7.15,69.22,1.20,3.59,84,1830,0.00,7.5,0.00,0
3.505,-2.34,-4.69,14.82,off,off,-11.10,14.65,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,20.00,0.78,68,70,7.09,69.18,1.16,3.55,84,1827,0.00,7.5,0.00,0
3.563,-2.34,-4.69,14.90,off,off,-11.10,14.65,0.22,on,14.99,99,1.000,0.00,0.00,0.00,1.0,0,20.50,0.78,68,70,7.04,69.15,1.20,3.54,84,1823,0.00,7.5,0.00,0
3.640,-1.56,-4.69,14.95,off,off,-11.07,14.65,0.22,on,14.99,99,1.000,0.00,0.00,0.00,1.0,0,21.00,0.78,68,70,6.98,69.13,1.20,3.57,84,1812,0.00,7.5,0.00,0
3.710,-1.56,-4.69,15.00,off,off,-11.09,14.65,0.22,on,14.99,99,1.000,0.00,0.00,0.00,1.0,0,21.00,0.77,68,70,6.94,69.03,1.16,3.56,84,1803,0.00,7.5,0.00,0
3.769,-1.56,-4.69,15.04,off,off,-11.08,14.66,0.22,on,15.05,99,1.000,0.00,0.00,0.00,1.0,0,22.00,0.76,68,70,6.95,69.03,1.22,3.57,84,1792,0.00,7.9,0.00,0
3.830,-0.78,-4.69,15.04,off,off,-11.04,14.66,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,22.00,0.76,68,70,6.93,68.94,1.22,3.61,84,1775,0.00,7.9,0.00,0
3.884,-0.78,-4.69,15.08,off,off,-11.01,14.66,0.23,on,14.93,99,1.000,0.00,0.00,0.00,1.0,0,23.00,0.75,68,70,6.90,68.92,1.20,3.64,84,1752,0.00,9.4,0.00,0
3.963,-0.78,-4.69,15.12,off,off,-10.91,14.67,0.25,on,14.99,99,1.000,0.00,0.00,0.00,1.0,0,24.50,1.10,66,70,7.15,68.85,1.34,3.74,84,1712,0.00,9.8,0.00,0
4.028,-0.78,-4.69,15.09,off,off,-10.67,14.69,0.26,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,25.50,1.08,66,70,7.50,69.21,1.34,3.98,84,1676,0.00,10.2,0.00,0
4.088,-0.78,-4.69,15.10,off,off,-10.31,14.70,0.28,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,26.00,1.05,68,70,7.97,69.62,1.38,4.34,84,1644,0.00,10.6,0.00,0
4.145,-0.78,-4.69,15.08,off,off,-10.03,14.70,0.31,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,27.50,1.04,68,70,8.44,70.10,1.42,4.62,84,1612,0.00,10.6,0.00,0
4.203,0.00,-4.69,15.11,off,off,-9.77,14.70,0.32,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.01,68,70,8.81,70.29,1.40,4.87,84,1577,0.00,11.0,0.00,0
4.292,-0.78,-4.69,15.06,off,off,-9.41,14.70,0.35,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.33,68,72,9.39,70.45,1.44,5.24,84,1555,0.00,11.0,0.00,0
4.348,-0.78,-4.69,15.01,off,off,-9.18,14.70,0.37,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.32,68,72,9.80,70.59,1.42,5.47,84,1547,0.00,11.0,0.00,0
4.405,0.00,-4.69,15.00,off,off,-9.01,14.70,0.39,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.32,68,72,10.16,70.69,1.44,5.64,84,1543,0.00,11.0,0.00,0
4.463,-0.78,-4.69,15.03,off,off,-8.83,14.70,0.40,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.32,68,72,10.50,70.87,1.46,5.82,84,1544,3.17,11.0,0.00,0
4.523,0.00,-4.69,15.05,off,off,-8.65,14.70,0.41,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.32,66,72,10.80,71.03,1.46,6.00,84,1548,3.17,11.0,0.00,0
4.583,0.00,-4.69,15.13,off,off,-8.55,14.70,0.41,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.33,66,72,11.09,71.23,1.48,6.10,84,1561,3.16,11.0,0.00,0
4.673,0.78,-4.69,15.17,off,off,-8.54,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,72,11.32,71.40,1.46,6.11,84,1573,0.00,11.0,0.00,0
4.729,0.78,-4.69,15.24,off,off,-8.55,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.35,66,72,11.41,71.46,1.44,6.10,84,1580,0.00,11.0,0.00,0
4.787,0.78,-4.69,15.31,off,off,-8.53,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.35,68,72,11.47,71.58,1.42,6.11,84,1589,0.00,10.6,0.00,0
4.849,1.56,-4.69,15.33,off,off,-8.60,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,20.00,1.70,66,72,11.48,71.62,1.42,6.05,84,1596,0.00,10.6,0.00,0
4.908,1.56,-4.69,15.36,off,off,-8.62,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,20.00,1.71,66,72,11.44,71.61,1.44,6.03,84,1598,0.00,10.6,0.00,0
4.966,2.34,-4.69,15.31,off,off,-8.68,14.70,0.43,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,20.00,1.37,66,72,11.41,71.61,1.38,5.96,84,1601,0.00,10.6,0.00,0
5.023,2.34,-4.69,15.29,off,off,-8.77,14.70,0.41,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,20.00,1.37,66,72,11.33,71.57,1.38,5.88,84,1601,0.00,10.6,0.00,0
5.087,2.34,-4.69,15.24,off,off,-8.73,14.70,0.41,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,27.00,1.36,66,72,11.26,71.54,1.42,5.92,84,1596,0.00,10.6,0.00,0
5.143,2.34,-4.69,15.09,off,off,-8.75,14.70,0.41,on,14.70,99,1.000,0.00,0.00,0.00,1.0,0,27.00,1.70,66,72,11.21,71.44,1.44,5.89,84,1588,0.00,10.6,0.00,0
5.232,2.34,-4.69,15.03,off,off,-8.72,14.40,0.41,on,14.36,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.69,66,72,11.18,71.33,1.42,5.93,84,1578,0.00,10.6,0.00,0
5.286,3.12,-4.69,15.02,off,off,-8.71,14.40,0.41,on,14.36,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.68,66,72,11.18,71.31,1.44,5.94,84,1575,0.00,10.6,0.00,0
5.343,3.12,-4.69,14.92,off,off,-8.74,14.40,0.43,on,14.36,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.68,66,72,11.20,71.28,1.42,5.91,84,1573,0.00,10.6,0.00,0
5.432,3.12,-4.69,14.89,off,off,-8.70,14.40,0.43,on,14.36,99,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,72,11.19,71.23,1.40,5.95,84,1568,0.00,10.6,0.00,0
5.487,3.12,-4.69,14.85,off,off,-8.69,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,72,11.20,71.21,1.44,5.96,84,1566,0.00,10.6,0.00,0
5.543,3.12,-4.69,14.77,off,off,-8.70,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,72,11.17,71.18,1.40,5.95,84,1564,0.00,10.6,0.00,0
5.623,3.12,-4.69,14.73,off,off,-8.75,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,70,11.19,71.12,1.42,5.90,84,1561,0.00,10.6,0.00,0
5.690,3.12,-4.69,14.70,off,off,-8.70,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.67,66,70,11.17,71.15,1.42,5.95,84,1561,1.21,10.6,0.00,0
5.724,3.12,-4.69,14.62,off,off,-8.70,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.66,66,70,11.15,71.13,1.40,5.95,84,1559,3.16,10.6,0.00,0
5.783,3.12,-4.69,14.58,off,off,-8.73,14.40,0.43,on,14.36,100,1.000,0.00,0.00,0.00,1.0,0,24.50,1.66,66,70,11.12,71.06,1.42,5.91,84,1555,3.17,10.6,0.00,0
5.871,1.56,-4.69,14.54,off,off,-8.75,14.70,0.43,on,14.70,100,1.000,0.00,0.00,0.00,1.0,0,26.50,1.65,66,70,11.06,70.95,1.42,5.90,84,1546,0.00,10.6,0.00,0
5.925,1.56,-4.69,14.50,off,off,-8.67,14.70,0.43,on,14.70,100,1.000,0.00,0.00,0.00,1.0,0,23.00,1.64,66,70,11.09,70.91,1.46,5.98,84,1539,0.00,10.6,0.00,0
5.984,0.78,-4.69,14.48,off,off,-8.60,14.80,0.43,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,19.50,1.64,66,70,11.17,70.98,1.44,6.05,84,1542,0.00,10.6,0.00,0
6.070,0.78,-4.69,14.43,off,off,-8.58,14.80,0.43,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,24.50,1.33,66,70,11.36,71.25,1.42,6.06,84,1564,0.00,10.6,0.00,0
6.124,0.00,-4.69,14.39,off,off,-8.66,14.80,0.43,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,26.50,1.71,66,70,11.56,71.62,1.40,5.99,84,1599,0.00,10.2,0.00,0
6.193,0.00,-4.69,14.39,off,off,-8.77,14.79,0.41,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,25.50,1.40,66,70,11.72,71.25,1.42,5.88,84,1675,0.00,10.2,0.00,0
6.258,0.00,-4.69,14.42,off,off,-9.06,14.78,0.40,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,20.50,1.48,66,70,11.56,70.81,1.30,5.59,84,1747,0.00,8.3,0.00,0
6.314,0.00,-4.69,14.45,off,off,-9.49,14.75,0.36,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,18.50,1.52,66,70,11.08,70.34,1.26,5.16,84,1817,0.00,7.9,0.00,0
6.400,0.00,-4.69,14.50,off,off,-9.99,14.74,0.32,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,9.00,1.58,66,70,10.42,70.03,1.22,4.66,84,1869,0.00,8.3,0.00,0
6.454,0.00,-4.69,14.53,off,off,-10.27,14.74,0.31,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,5.00,1.21,66,70,9.95,69.93,1.22,4.38,84,1887,0.00,8.3,0.00,0
6.525,0.00,-4.69,14.58,off,off,-10.54,14.74,0.30,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,4.50,1.21,66,70,9.40,69.79,1.24,4.11,84,1892,0.00,8.7,0.00,0
6.583,0.00,-4.69,14.60,off,off,-10.62,14.74,0.28,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,4.50,1.21,66,70,9.10,69.74,1.26,4.03,84,1886,0.00,8.7,0.00,0
6.643,0.00,-4.69,14.58,off,off,-10.68,14.74,0.28,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,5.00,1.21,66,70,8.94,69.70,1.26,3.97,84,1882,0.00,8.7,0.00,0
6.731,0.00,-4.69,14.53,off,off,-10.72,14.74,0.27,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,5.00,1.20,66,70,8.75,69.65,1.28,3.93,85,1873,0.00,8.7,0.00,0
6.786,0.00,-4.69,14.50,off,off,-10.76,14.74,0.27,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,5.00,1.19,66,70,8.60,69.58,1.28,3.89,85,1859,0.00,8.7,0.00,0
6.843,-0.78,-4.69,14.39,off,off,-10.77,14.74,0.27,on,14.76,100,1.000,0.00,0.00,0.00,1.0,0,5.00,1.18,66,70,8.53,69.54,1.32,3.88,85,1847,0.00,8.7,0.00,0
6.930,-1.56,-4.69,14.28,off,off,-10.77,14.75,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,6.00,1.17,66,70,8.46,69.50,1.30,3.88,85,1832,0.00,8.7,0.00,0
6.984,-1.56,-4.69,14.25,off,off,-10.78,14.75,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,6.00,1.17,66,70,8.40,69.46,1.30,3.87,85,1823,0.00,8.7,0.00,0
7.044,-2.34,-4.69,14.20,off,off,-10.77,14.75,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,7.00,1.16,66,70,8.33,69.42,1.28,3.88,85,1808,0.00,8.3,0.00,0
7.125,-2.34,-4.69,14.16,off,off,-10.74,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,7.50,1.15,66,70,8.30,69.43,1.30,3.91,85,1798,0.00,8.3,0.00,0
7.191,-3.12,-4.69,14.15,off,off,-10.80,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,8.00,1.15,66,70,8.30,69.41,1.30,3.85,85,1793,0.00,8.3,0.00,0
7.225,-3.12,-4.69,14.14,off,off,-10.79,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,8.00,1.15,66,70,8.30,69.39,1.28,3.86,85,1790,0.00,8.3,0.00,0
7.284,-3.12,-4.69,14.17,off,off,-10.78,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,8.00,1.14,66,70,8.28,69.34,1.30,3.87,85,1785,0.00,8.3,0.00,0
7.372,-3.12,-4.69,14.20,off,off,-10.78,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,8.00,1.14,66,70,8.26,69.33,1.32,3.87,85,1781,0.00,8.3,0.00,0
7.427,-3.12,-4.69,14.20,off,off,-10.78,14.76,0.27,on,14.82,100,1.000,0.00,0.00,0.00,1.0,0,7.50,1.14,66,70,8.30,69.32,1.28,3.87,85,1778,0.00,8.7,0.00,0
