Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: Stage1+BigSF 91 v350 HWG.ptm - Realtime: Stage1+BigSF 91 v350 HWG.ptm]
879.075,0.78,-3.12,14.88,off,off,-11.31,14.85,0.18,on,15.49,196,1.000,0.00,0.00,0.00,1.0,0,1.50,0.55,57,81,3.79,63.92,0.98,3.19,202,1257,0.00,5.1,0.00,0
879.135,0.78,-3.12,14.88,off,off,-11.25,14.86,0.18,on,15.42,196,1.000,0.00,0.00,0.00,1.0,0,1.50,0.51,57,81,3.69,63.45,0.98,3.25,202,1198,0.00,5.1,0.00,0
879.202,0.78,-3.12,14.91,off,off,-11.20,14.86,0.18,on,15.24,196,1.000,0.00,0.00,0.00,1.0,0,0.00,0.75,57,81,3.67,63.91,1.00,3.31,202,1143,0.00,5.5,0.00,0
879.258,0.78,-3.12,14.95,off,off,-11.11,14.86,0.19,on,15.05,196,1.000,0.00,0.00,0.00,1.0,0,-1.00,0.72,57,81,3.71,64.23,1.00,3.39,202,1107,0.00,5.5,0.00,0
879.315,1.56,-3.12,14.97,off,off,-10.97,14.86,0.21,on,14.87,196,1.000,0.00,0.00,0.00,1.0,0,-0.50,0.69,57,81,3.73,64.60,1.00,3.53,202,1062,0.00,5.5,0.00,0
879.375,1.56,-3.12,14.99,off,off,-10.89,14.86,0.21,on,14.64,196,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.66,57,81,3.76,64.80,1.02,3.61,202,1030,0.00,5.5,0.00,0
879.464,1.56,-1.56,15.02,off,off,-10.72,14.76,0.22,on,14.64,196,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.64,57,81,3.75,65.05,1.04,3.78,202,984,0.00,5.5,0.00,0
879.520,2.34,0.78,15.03,off,off,-10.61,14.76,0.23,on,14.64,196,1.000,0.00,0.00,0.00,1.0,0,-2.50,0.62,57,81,3.76,65.17,1.00,3.89,202,952,0.00,5.5,0.00,0
879.578,2.34,3.91,15.06,off,off,-10.48,14.76,0.23,on,14.70,196,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.80,57,81,3.79,65.21,1.02,4.02,202,936,0.00,5.5,0.00,0
879.636,2.34,5.47,15.05,off,off,-10.38,14.76,0.25,on,14.70,196,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.79,57,81,3.80,65.24,1.00,4.12,202,910,3.65,5.5,0.00,0
879.715,2.34,7.03,15.08,off,off,-10.24,14.76,0.26,on,14.76,196,1.000,0.00,0.00,0.00,1.0,0,0.00,0.77,57,81,3.88,65.23,1.00,4.27,202,893,23.79,5.9,0.00,0
879.790,2.34,3.12,15.09,off,off,-10.06,14.76,0.27,on,14.76,196,1.000,0.00,0.00,0.00,1.0,0,2.00,0.95,57,81,4.15,65.21,1.10,4.45,202,892,43.59,7.1,0.00,0
879.848,2.34,0.00,15.05,off,off,-9.71,14.76,0.28,on,14.70,196,1.000,0.00,0.00,0.00,1.0,0,10.50,0.96,57,81,4.53,65.19,1.22,4.79,202,898,62.81,9.1,0.00,0
879.906,2.34,-0.78,15.02,off,off,-8.88,14.76,0.32,on,14.64,196,1.000,0.00,0.00,0.00,1.0,0,11.00,0.97,57,81,5.10,65.21,1.24,5.62,202,908,78.05,9.8,0.00,0
879.985,2.34,-2.34,14.94,off,off,-8.11,14.76,0.41,on,14.53,196,1.000,0.00,0.00,0.00,1.0,0,12.00,0.98,57,81,6.45,65.33,1.44,6.39,202,931,84.16,10.6,0.00,0
880.051,2.34,-3.12,14.83,off,off,-7.28,14.75,0.47,on,14.47,196,1.000,0.00,0.00,0.00,1.0,0,11.50,1.22,57,81,7.50,65.58,1.46,7.23,202,958,87.20,11.0,0.00,0
880.110,2.34,-3.12,14.74,off,off,-6.70,14.74,0.50,on,14.53,196,1.000,0.00,0.00,0.00,1.0,0,11.00,1.24,57,81,8.46,65.57,1.48,7.81,202,994,89.61,11.0,0.00,0
880.168,1.56,-3.12,14.66,off,off,-5.97,14.72,0.54,on,14.59,196,1.000,0.00,0.00,0.00,1.0,0,14.50,1.33,57,81,9.69,65.45,1.56,8.53,202,1045,95.68,13.4,0.00,0
880.226,1.56,-3.12,14.65,off,off,-5.28,14.72,0.59,on,14.70,196,1.000,0.35,0.00,0.00,1.0,0,14.00,1.36,57,81,10.93,66.46,1.60,9.22,202,1090,99.25,13.8,0.00,0
880.315,1.56,-3.12,14.68,off,off,-4.23,14.72,0.66,on,14.70,196,1.000,1.41,0.00,0.00,1.0,0,13.00,1.46,57,81,12.76,68.95,1.70,10.27,202,1157,101.54,15.0,0.00,0
880.372,0.78,-3.12,14.66,off,off,-3.74,14.71,0.67,on,14.70,196,1.000,1.76,0.00,0.00,1.0,0,12.50,1.55,57,82,14.15,70.59,1.68,10.76,202,1225,102.95,15.7,0.00,0
880.430,0.78,-3.12,14.66,off,off,-3.38,14.71,0.71,on,14.70,196,1.000,2.11,0.00,0.00,1.0,0,12.50,1.61,57,82,15.29,71.67,1.66,11.13,202,1283,103.97,16.1,0.00,0
880.485,0.78,-3.12,14.70,off,off,-2.95,14.71,0.72,on,14.70,196,1.000,2.11,0.00,0.00,1.0,0,13.50,1.75,57,82,16.67,72.81,1.70,11.55,202,1373,105.40,16.5,0.00,0
880.545,0.78,-3.12,14.69,off,off,-2.70,14.71,0.72,on,14.70,196,1.000,2.46,0.00,0.00,1.0,0,12.50,1.80,57,82,17.88,74.08,1.68,11.81,202,1469,107.34,16.9,0.00,0
880.635,1.56,-3.12,14.85,off,off,-2.66,14.71,0.74,on,14.70,196,1.000,2.46,0.00,0.00,1.0,0,13.00,2.29,57,82,19.74,74.61,1.70,11.84,202,1596,112.83,17.7,0.00,0
880.691,2.34,-3.12,14.96,off,off,-2.45,14.71,0.76,on,14.70,196,1.000,2.46,0.00,0.00,1.0,0,13.50,2.14,57,82,21.69,75.30,1.82,12.05,202,1684,112.58,18.1,0.00,0
880.748,2.34,-3.12,14.94,off,off,-2.49,14.71,0.75,on,14.70,196,1.000,2.46,0.00,0.00,1.0,0,14.50,2.59,57,82,22.68,75.25,1.78,12.02,202,1790,110.53,17.7,0.00,0
880.806,2.34,-3.12,14.87,off,off,-2.90,14.71,0.74,on,14.70,196,1.000,2.46,0.00,0.00,1.0,0,15.50,2.37,57,82,23.01,74.22,1.72,11.61,202,1863,107.79,17.3,0.00,0
880.887,2.34,-3.12,14.71,off,off,-2.95,14.71,0.71,on,14.70,196,1.000,2.11,0.00,0.00,1.0,0,17.00,2.41,57,82,23.11,74.22,1.80,11.55,202,1921,103.40,17.3,0.00,0
880.943,1.56,-3.12,14.62,off,off,-3.09,14.81,0.70,on,14.70,196,1.000,2.11,0.00,0.00,1.0,0,18.00,2.49,57,82,23.06,74.12,1.80,11.41,202,1947,99.74,16.9,0.00,0
881.001,0.78,-3.12,14.64,off,off,-3.08,14.81,0.70,on,14.76,196,1.000,2.11,0.00,0.00,1.0,0,18.00,2.50,57,82,22.84,74.14,1.76,11.43,202,1958,97.31,16.5,0.00,0
881.060,0.78,-3.12,14.59,off,off,-3.06,14.81,0.69,on,14.76,196,1.000,2.11,0.00,0.00,1.0,0,20.00,2.50,57,82,22.39,74.15,1.76,11.45,202,1950,96.71,16.9,0.00,0
881.117,0.78,-3.12,14.54,off,off,-2.98,14.81,0.69,on,14.76,196,1.000,1.76,0.00,0.00,1.0,0,20.00,2.49,57,82,22.07,74.20,1.76,11.52,202,1927,95.00,16.5,0.00,0
881.178,0.00,-3.12,14.50,off,off,-2.85,14.81,0.67,on,14.76,196,1.000,1.76,0.00,0.00,1.0,0,19.00,2.44,57,82,21.58,74.37,1.78,11.65,202,1900,94.09,16.5,0.00,0
881.235,-0.78,-3.12,14.42,off,off,-2.79,14.81,0.67,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,19.00,2.01,57,82,21.04,74.48,1.74,11.71,202,1856,95.36,16.5,0.00,0
881.315,-1.56,-3.12,14.33,off,off,-2.65,14.81,0.67,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,19.50,2.33,57,84,20.40,74.82,1.74,11.86,202,1791,96.69,16.5,0.00,0
881.380,-1.56,-3.12,14.35,off,off,-2.57,14.81,0.67,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,19.50,1.88,59,84,20.00,75.18,1.74,11.93,202,1752,98.21,16.5,0.00,0
881.442,-1.56,-3.12,14.32,off,off,-2.38,14.81,0.69,on,14.82,196,1.000,2.11,0.00,0.00,1.0,0,18.50,1.84,59,84,19.70,75.52,1.76,12.12,202,1695,97.93,16.5,0.00,0
881.500,-2.34,-3.12,14.39,off,off,-2.40,14.81,0.70,on,14.82,196,1.000,2.11,0.00,0.00,1.0,0,17.50,1.78,59,84,19.31,75.46,1.76,12.11,202,1652,99.88,16.5,0.00,0
881.558,-2.34,-3.12,14.42,off,off,-2.28,14.82,0.70,on,14.82,196,1.000,2.11,0.00,0.00,1.0,0,18.00,1.75,59,86,19.03,75.72,1.74,12.22,202,1615,99.22,16.9,0.00,0
881.616,-2.34,-3.12,14.43,off,off,-2.18,14.82,0.71,on,14.82,196,1.000,2.11,0.00,0.00,1.0,1,16.50,2.03,59,86,18.85,76.09,1.72,12.32,202,1574,99.83,16.5,0.00,0
881.706,-3.12,-3.12,14.41,off,off,-2.16,14.82,0.71,on,14.82,196,1.000,2.11,0.00,0.00,1.0,1,16.50,2.00,59,86,18.81,76.16,1.70,12.34,202,1562,96.49,16.1,0.00,0
881.762,-3.12,-3.12,14.42,off,off,-2.27,14.82,0.71,on,14.82,196,1.000,2.11,0.00,0.00,1.0,1,16.50,2.00,59,86,18.76,75.82,1.70,12.24,202,1567,96.47,16.1,0.00,0
881.818,-3.12,-3.12,14.46,off,off,-2.31,14.82,0.71,on,14.82,196,1.000,2.11,0.00,0.00,1.0,1,16.50,2.01,59,86,18.76,75.67,1.70,12.19,202,1573,96.11,16.1,0.00,0
881.876,-3.12,-3.12,14.53,off,off,-2.25,14.82,0.71,on,14.82,196,1.000,2.11,0.00,0.00,1.0,1,16.50,2.02,59,86,18.92,75.88,1.70,12.25,202,1582,19.80,15.4,0.00,0
881.968,-3.12,-3.12,14.63,off,off,-4.61,14.81,0.56,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,10.50,1.70,59,88,14.87,73.29,1.20,9.89,202,1589,0.00,4.3,0.00,0
882.025,-0.78,-3.12,14.67,off,off,-6.04,14.82,0.43,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,9.00,1.33,59,88,10.77,71.59,0.88,8.46,202,1532,0.00,4.7,0.00,0
882.085,-0.78,-3.12,14.67,off,off,-7.12,14.84,0.36,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,9.50,0.96,59,88,8.98,71.08,0.84,7.38,202,1492,0.00,4.3,0.00,0
882.152,-0.78,-3.12,14.64,off,off,-8.14,14.84,0.31,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,9.50,0.96,59,88,8.03,70.95,0.86,6.37,202,1523,0.00,4.3,0.00,0
882.209,-1.56,-3.12,14.65,off,off,-8.63,14.84,0.27,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,9.00,1.01,59,86,7.42,71.34,0.88,5.88,202,1581,0.00,4.3,0.00,0
882.268,-1.56,-3.12,14.70,off,off,-9.62,14.84,0.25,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,9.50,1.03,59,86,6.74,70.81,0.94,4.89,202,1623,0.00,4.7,0.00,0
882.326,-0.78,-3.12,14.75,off,off,-10.00,14.84,0.22,on,15.30,196,1.000,0.00,0.00,0.00,1.0,1,10.00,0.71,59,86,6.18,70.04,0.94,4.50,202,1661,0.00,4.7,0.00,0
882.405,-0.78,-3.12,14.84,off,off,-10.53,14.84,0.19,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,11.50,0.72,59,86,5.59,69.23,0.92,3.97,202,1688,0.00,4.7,0.00,0
882.471,-0.78,-3.12,14.80,off,off,-10.93,14.84,0.18,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,11.50,0.72,59,86,5.21,68.58,0.94,3.57,202,1700,0.00,4.7,0.00,0
882.530,-0.78,-3.12,14.72,off,off,-11.17,14.84,0.17,on,15.49,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.73,59,86,4.90,68.19,0.96,3.33,202,1703,0.00,4.7,0.00,0
882.587,-1.56,-3.12,14.64,off,off,-11.41,14.84,0.16,on,15.49,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.73,59,86,4.66,67.95,0.94,3.10,202,1700,0.00,4.3,0.00,0
882.665,-1.56,-3.12,14.59,off,off,-11.57,14.84,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.72,59,86,4.26,67.27,0.90,2.93,202,1672,0.00,4.3,0.00,0
882.730,-1.56,-3.12,14.55,off,off,-11.65,14.84,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.71,59,84,4.12,67.08,0.92,2.86,202,1658,0.00,4.3,0.00,0
882.789,-1.56,-3.12,14.56,off,off,-11.77,14.84,0.14,on,15.61,196,1.000,0.00,0.00,0.00,1.0,1,12.00,0.70,59,84,3.94,66.72,0.92,2.74,202,1617,0.00,4.3,0.00,0
882.846,-2.34,-3.12,14.54,off,off,-11.73,14.84,0.14,on,15.61,196,1.000,0.00,0.00,0.00,1.0,1,12.00,0.68,59,84,3.81,66.42,0.90,2.77,202,1584,0.00,4.3,0.00,0
882.934,-2.34,-3.12,14.55,off,off,-11.78,14.84,0.14,on,15.61,196,1.000,0.00,0.00,0.00,1.0,1,13.00,0.66,59,84,3.66,66.00,0.90,2.72,202,1539,0.00,4.3,0.00,0
882.990,-2.34,-3.12,14.58,off,off,-11.81,14.85,0.14,on,15.61,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.65,59,84,3.57,65.66,0.90,2.70,202,1503,0.00,4.3,0.00,0
883.049,-2.34,-3.12,14.60,off,off,-11.79,14.85,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.50,0.63,59,84,3.51,65.42,0.88,2.71,202,1478,0.00,4.3,0.00,0
883.106,-2.34,-3.12,14.62,off,off,-11.78,14.86,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.00,0.62,59,84,3.44,65.10,0.90,2.72,202,1442,0.00,4.3,0.00,0
883.185,-2.34,-3.12,14.66,off,off,-11.78,14.86,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.00,0.60,59,84,3.39,64.78,0.86,2.72,202,1409,0.00,4.3,0.00,0
883.254,-2.34,-3.12,14.69,off,off,-11.78,14.86,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,12.00,0.59,59,84,3.33,64.49,0.90,2.73,202,1378,0.00,4.3,0.00,0
883.311,-2.34,-3.12,14.73,off,off,-11.75,14.86,0.14,on,15.55,196,1.000,0.00,0.00,0.00,1.0,1,11.50,0.58,59,84,3.24,64.14,0.88,2.75,202,1340,0.00,4.3,0.00,0
883.367,-2.34,-3.12,14.75,off,off,-11.73,14.86,0.14,on,15.49,196,1.000,0.00,0.00,0.00,1.0,1,11.00,0.56,59,84,3.16,63.79,0.82,2.77,202,1303,0.00,4.3,0.00,0
883.426,-1.56,-3.12,14.79,off,off,-11.74,14.86,0.14,on,15.49,196,1.000,0.00,0.00,0.00,1.0,1,11.00,0.55,59,84,3.12,63.54,0.84,2.77,202,1276,0.00,4.3,0.00,0
883.505,-1.56,-3.12,14.88,off,off,-11.68,14.87,0.14,on,15.42,196,1.000,0.00,0.00,0.00,1.0,1,11.00,0.53,59,84,3.07,63.18,0.84,2.82,202,1237,0.00,4.3,0.00,0
883.571,-1.56,-3.12,14.97,off,off,-11.67,14.87,0.14,on,15.42,196,1.000,0.00,0.00,0.00,1.0,1,10.50,0.52,59,84,3.00,62.84,0.86,2.84,202,1201,0.00,4.3,0.00,0
883.629,-1.56,-3.12,14.97,off,off,-11.64,14.87,0.14,on,15.30,196,1.000,0.00,0.00,0.00,1.0,1,11.50,0.51,59,84,3.00,63.03,0.86,2.86,202,1177,0.00,4.3,0.00,0
883.685,-0.78,-3.12,15.05,off,off,-11.61,14.87,0.16,on,15.30,196,1.000,0.00,0.00,0.00,1.0,1,10.00,0.49,59,84,2.99,63.26,0.90,2.89,202,1150,0.00,4.3,0.00,0
883.745,-0.78,-3.12,15.09,off,off,-11.58,14.87,0.16,on,15.11,196,1.000,0.00,0.00,0.00,1.0,1,10.50,0.49,61,84,2.98,63.51,0.90,2.93,202,1124,0.00,4.3,0.00,0
883.805,-0.78,-3.12,15.14,off,off,-11.54,14.87,0.16,on,15.11,196,1.000,0.00,0.00,0.00,1.0,1,9.50,0.47,59,84,3.00,63.71,0.86,2.96,202,1106,0.00,4.3,0.00,0
883.870,-0.78,-3.12,15.21,off,off,-11.48,14.87,0.16,on,14.93,196,1.000,0.00,0.00,0.00,1.0,1,10.00,0.47,59,84,3.03,63.89,0.88,3.02,202,1091,0.00,4.3,0.00,0
883.927,0.00,-3.12,15.23,off,off,-11.44,14.87,0.17,on,14.93,196,1.000,0.00,0.00,0.00,1.0,1,10.00,0.46,59,84,3.03,64.07,0.90,3.07,202,1073,0.00,4.3,0.00,0
884.005,0.00,-3.12,15.31,off,off,-11.39,14.87,0.17,on,14.93,196,1.000,0.00,0.00,0.00,1.0,1,-1.50,0.45,61,84,3.00,64.35,0.84,3.12,202,1042,0.00,4.3,0.00,0
884.081,0.78,-3.12,15.34,off,off,-11.33,14.87,0.17,on,14.76,196,1.000,0.00,0.00,0.00,1.0,1,-2.00,0.42,61,84,2.91,64.71,0.88,3.18,202,995,0.00,4.3,0.00,0
884.140,0.78,-3.12,15.31,off,off,-11.29,14.87,0.17,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,-2.00,0.41,61,84,2.82,65.05,0.86,3.22,202,947,0.00,4.3,0.00,0
884.198,0.78,-3.12,15.36,off,off,-11.27,14.87,0.18,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,-3.00,0.58,61,84,2.78,65.30,0.88,3.24,202,909,0.00,4.7,0.00,0
884.256,0.78,-3.12,15.40,off,off,-11.17,14.87,0.18,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,0.50,0.57,61,84,2.81,65.49,0.92,3.34,202,874,0.00,4.7,0.00,0
884.326,0.78,-3.12,15.39,off,off,-11.00,14.88,0.19,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,2.00,0.55,61,84,2.86,65.55,0.96,3.51,202,849,0.00,4.7,0.00,0
884.392,0.78,-3.12,15.41,off,off,-10.83,14.88,0.21,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,3.00,0.54,61,84,2.94,65.51,0.94,3.67,202,841,0.00,4.7,0.00,0
884.451,1.56,-3.12,15.35,off,off,-10.75,14.88,0.21,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,4.00,0.54,61,84,3.02,65.48,0.94,3.76,202,838,0.00,4.7,0.00,0
884.508,1.56,-3.12,15.40,off,off,-10.61,14.88,0.22,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,4.50,0.53,61,84,3.08,65.43,0.92,3.89,202,830,0.00,4.7,0.00,0
884.566,1.56,-3.12,15.41,off,off,-10.50,14.88,0.22,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,4.50,0.53,61,84,3.18,65.36,0.94,4.00,202,830,55.58,7.1,0.00,0
884.625,1.56,-3.12,15.34,off,off,-10.40,14.88,0.25,on,14.87,196,1.000,0.00,0.00,0.00,1.0,1,8.00,0.53,61,84,3.62,65.30,1.12,4.10,202,833,72.45,8.7,0.00,0
884.715,1.56,-3.12,15.33,off,off,-9.06,14.87,0.31,on,14.82,196,1.000,0.00,0.00,0.00,1.0,1,10.00,0.54,61,84,4.63,64.98,1.30,5.44,202,861,79.46,9.4,0.00,0
884.771,1.56,-3.12,15.29,off,off,-8.38,14.87,0.36,on,14.70,196,1.000,0.00,0.00,0.00,1.0,1,-1.50,1.14,61,84,5.60,65.09,1.36,6.12,202,890,78.89,9.8,0.00,0
884.828,1.56,-3.12,15.24,off,off,-8.06,14.87,0.41,on,14.64,196,1.000,0.00,0.00,0.00,1.0,1,-0.50,1.16,61,86,6.54,65.33,1.38,6.44,202,930,81.53,9.8,0.00,0
884.886,1.56,-3.12,15.19,off,off,-7.78,14.86,0.45,on,14.64,196,1.000,0.00,0.00,0.00,1.0,1,0.00,1.03,61,86,7.52,65.67,1.34,6.73,202,976,85.38,10.6,0.00,0
884.976,1.56,-3.12,15.25,off,off,-7.02,14.86,0.49,on,14.64,196,1.000,0.00,0.00,0.00,1.0,1,14.00,1.13,61,86,9.05,66.38,1.44,7.48,202,1072,92.44,12.2,0.00,0
885.031,1.56,-3.12,15.22,off,off,-6.55,14.84,0.53,on,14.76,196,1.000,0.00,0.00,0.00,1.0,1,14.50,1.18,61,86,10.45,66.57,1.54,7.96,202,1150,98.31,12.6,0.00,0
885.091,2.34,-3.12,15.34,off,off,-5.39,14.83,0.56,on,14.82,196,1.000,0.35,0.00,0.00,1.0,1,15.00,1.58,61,86,12.44,67.90,1.66,9.11,202,1261,103.45,14.6,0.00,0
885.148,2.34,-3.12,15.36,off,off,-4.52,14.84,0.63,on,14.82,196,1.000,1.41,0.00,0.00,1.0,0,15.00,1.69,61,86,14.62,70.33,1.70,9.98,202,1364,104.69,15.7,0.00,0
885.207,2.34,-3.12,15.24,off,off,-4.14,14.84,0.66,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,15.00,1.89,61,86,16.86,72.22,1.74,10.36,202,1494,106.47,16.5,0.00,0
885.287,2.34,-3.12,15.20,off,off,-3.71,14.84,0.69,on,14.82,196,1.000,2.11,0.00,0.00,1.0,0,16.50,2.13,61,86,19.49,73.50,1.78,10.80,202,1662,106.00,16.9,0.00,0
885.354,3.12,-3.12,15.06,off,off,-3.61,14.83,0.69,on,14.82,196,1.000,2.11,0.00,0.00,1.0,0,15.50,2.23,61,86,21.13,73.61,1.78,10.89,202,1804,102.89,16.9,0.00,0
885.400,2.34,-3.12,14.96,off,off,-3.67,14.83,0.69,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,17.50,2.45,61,86,22.08,73.56,1.80,10.84,202,1916,100.33,16.9,0.00,0
885.458,2.34,-3.12,14.92,off,off,-3.74,14.83,0.69,on,14.82,196,1.000,1.76,0.00,0.00,1.0,0,17.50,2.57,61,84,23.31,73.84,1.80,10.76,202,2035,97.99,16.9,0.00,0
