Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
1.146,7.81,-4.69,14.27,off,off,-6.33,14.54,0.63,on,14.36,86,1.000,1.05,0.00,0.00,1.0,0,20.50,3.12,73,77,25.63,76.14,1.84,8.32,77,2430,100.79,16.5,0.00,0
1.216,6.25,-4.69,14.13,off,off,-6.52,14.54,0.61,on,14.36,86,1.000,1.05,0.00,0.00,1.0,0,21.50,3.07,73,77,24.63,76.20,1.80,8.13,77,2395,98.74,16.1,0.00,0
1.274,6.25,-4.69,14.04,off,off,-6.80,14.54,0.59,on,14.36,86,1.000,1.05,0.00,0.00,1.0,0,21.50,3.02,73,77,23.20,75.07,1.84,7.85,77,2324,96.59,16.1,0.00,0
1.331,5.47,-4.69,13.98,off,off,-6.77,14.55,0.58,on,14.36,86,1.000,0.70,0.00,0.00,1.0,0,21.50,2.91,73,77,22.11,74.11,1.82,7.88,77,2256,96.35,15.7,0.00,0
1.391,4.69,-4.69,13.96,off,off,-6.79,14.55,0.58,on,14.36,88,1.000,0.70,0.00,0.00,1.0,0,20.50,2.84,73,77,21.13,73.00,1.80,7.86,77,2171,98.38,15.7,0.00,0
1.452,4.69,-4.69,13.98,off,off,-6.57,14.56,0.58,on,14.36,88,1.000,0.70,0.00,0.00,1.0,0,20.50,2.70,73,77,20.49,72.08,1.80,8.08,77,2092,100.28,16.1,0.00,0
1.501,3.91,-4.69,14.00,off,off,-6.38,14.56,0.59,on,14.36,88,1.000,0.70,0.00,0.00,1.0,0,20.00,2.62,73,77,19.86,71.03,1.82,8.27,77,2002,103.86,16.1,0.00,0
1.560,3.12,-4.69,14.01,off,off,-5.88,14.69,0.62,on,14.47,88,1.000,1.05,0.00,0.00,1.0,0,21.50,2.49,73,77,20.09,71.52,1.88,8.77,77,1942,108.31,16.9,0.00,0
1.629,3.12,-4.69,14.08,off,off,-5.50,14.72,0.65,on,14.53,88,1.000,1.76,0.00,0.00,1.0,0,20.00,2.42,73,77,20.34,72.17,1.90,9.15,77,1869,109.68,16.9,0.00,0
1.685,2.34,-4.69,14.10,off,off,-5.15,14.74,0.67,on,14.53,88,1.000,1.76,0.00,0.00,1.0,0,19.00,2.32,73,77,20.28,72.59,1.88,9.50,77,1812,111.44,17.3,0.00,0
1.742,2.34,-4.69,14.22,off,off,-4.79,14.75,0.69,on,14.53,88,1.000,1.76,0.00,0.00,1.0,0,18.50,2.29,73,77,20.30,72.84,1.86,9.85,77,1773,113.59,17.3,0.00,0
1.819,3.12,-4.69,14.40,off,off,-4.50,14.75,0.70,on,14.59,88,1.000,2.11,0.00,0.00,1.0,0,18.50,2.24,73,77,20.52,73.13,1.86,10.14,77,1746,115.85,17.7,0.00,0
1.898,3.91,-4.69,14.66,off,off,-4.19,14.76,0.71,on,14.64,88,1.000,2.11,0.00,0.00,1.0,0,18.50,2.22,73,77,20.92,73.28,1.90,10.46,77,1733,116.46,18.1,0.00,0
1.954,3.91,-4.69,14.86,off,off,-4.06,14.76,0.74,on,14.64,88,1.000,2.46,0.00,0.00,1.0,0,18.50,2.22,73,77,21.38,73.41,1.88,10.59,77,1731,116.16,17.7,0.00,0
2.011,5.47,-4.69,15.35,off,off,-3.98,14.76,0.74,on,14.64,88,1.000,2.46,0.00,0.00,1.0,0,17.50,2.60,73,77,21.78,73.47,1.88,10.67,77,1739,117.80,18.1,0.00,0
2.077,6.25,-4.69,15.52,off,off,-3.89,14.76,0.75,on,14.64,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.60,73,77,22.28,73.47,1.90,10.76,77,1749,119.76,18.5,0.00,0
2.135,7.81,-4.69,15.62,off,off,-3.82,14.64,0.76,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.63,73,77,22.92,73.56,1.90,10.83,77,1768,120.49,18.5,0.00,0
2.191,8.59,-4.69,15.61,off,off,-3.82,14.64,0.78,on,14.53,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.66,73,77,23.45,73.56,1.92,10.83,77,1788,120.16,18.5,0.00,0
2.264,8.59,-4.69,15.50,off,off,-3.84,14.62,0.79,on,14.47,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.71,73,77,24.02,73.55,1.90,10.81,77,1819,121.79,18.5,0.00,0
2.324,8.59,-4.69,15.34,off,off,-3.89,14.32,0.79,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.73,73,77,24.40,73.51,1.92,10.76,77,1841,118.14,18.1,0.00,0
2.377,10.16,-4.69,15.08,off,off,-3.90,14.31,0.79,on,14.15,88,1.000,2.46,0.00,0.00,1.0,1,17.50,3.18,73,77,24.62,73.50,1.90,10.74,77,1863,116.66,17.7,0.00,0
2.434,9.38,-4.69,14.94,off,off,-4.12,14.31,0.78,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.80,73,77,24.67,73.30,1.90,10.53,77,1881,117.81,17.7,0.00,0
2.507,9.38,-4.69,14.70,off,off,-4.14,14.31,0.78,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.82,73,77,24.81,73.28,1.90,10.50,77,1890,114.36,17.7,0.00,0
2.551,9.38,-4.69,14.57,off,off,-4.29,14.31,0.78,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.82,73,77,24.58,73.16,1.88,10.36,77,1885,112.26,17.7,0.00,0
2.611,8.59,-4.69,14.41,off,off,-4.37,14.31,0.78,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.80,73,75,24.35,73.11,1.84,10.28,78,1873,114.30,17.7,0.00,0
2.675,8.59,-4.69,14.23,off,off,-4.37,14.32,0.78,on,14.20,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.78,73,75,24.08,73.10,1.92,10.28,78,1849,113.64,17.7,0.00,0
2.747,6.25,-4.69,14.20,off,off,-4.36,14.62,0.78,on,14.47,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.73,73,75,23.77,73.16,1.86,10.29,78,1821,112.34,17.3,0.00,0
2.790,6.25,-4.69,14.16,off,off,-4.32,14.74,0.78,on,14.53,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.69,73,75,23.22,73.21,1.80,10.33,78,1786,112.99,17.3,0.00,0
2.859,5.47,-4.69,14.18,off,off,-4.25,14.75,0.78,on,14.64,88,1.000,2.46,0.00,0.00,1.0,1,17.00,2.60,73,75,22.60,73.30,1.88,10.40,78,1730,110.76,17.3,0.00,0
2.915,4.69,-4.69,14.22,off,off,-4.17,14.76,0.79,on,14.70,88,1.000,2.46,0.00,0.00,1.0,1,17.00,2.55,73,75,22.19,73.37,1.86,10.48,78,1690,110.45,17.3,0.00,0
2.972,4.69,-4.69,14.27,off,off,-4.07,14.76,0.79,on,14.70,88,1.000,2.46,0.00,0.00,1.0,1,16.00,2.49,73,75,22.19,73.44,1.88,10.58,78,1674,113.61,17.7,0.00,0
3.030,4.69,-4.69,14.34,off,off,-4.04,14.75,0.79,on,14.64,88,1.000,2.46,0.00,0.00,1.0,1,16.00,2.52,73,75,23.22,73.43,1.88,10.61,78,1730,116.88,17.7,0.00,0
3.095,4.69,-4.69,14.44,off,off,-4.00,14.72,0.79,on,14.64,88,1.000,2.46,0.00,0.00,1.0,1,17.00,2.71,73,75,24.76,73.43,1.88,10.65,78,1840,117.06,17.7,0.00,0
3.151,5.47,-4.69,14.53,off,off,-4.17,14.70,0.79,on,14.64,88,1.000,2.46,0.00,0.00,1.0,1,17.50,2.84,73,75,25.62,73.26,1.86,10.47,78,1929,112.58,17.7,0.00,0
3.211,5.47,-4.69,14.62,off,off,-4.39,14.68,0.78,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.54,73,75,25.76,73.06,1.84,10.26,78,1982,107.90,16.9,0.00,0
3.299,5.47,-4.69,14.61,off,off,-4.76,14.68,0.75,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.54,73,75,24.90,72.63,1.82,9.89,78,1979,109.06,16.9,0.00,0
3.354,5.47,-4.69,14.58,off,off,-4.88,14.68,0.74,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,18.00,2.53,73,75,24.72,72.49,1.86,9.77,78,1984,108.95,17.3,0.00,0
3.411,5.47,-4.69,14.51,off,off,-4.87,14.67,0.74,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,19.50,2.59,73,75,25.22,72.85,1.88,9.78,78,2033,106.20,16.9,0.00,0
3.499,4.69,-4.69,14.42,off,off,-5.16,14.67,0.72,on,14.59,88,1.000,2.46,0.00,0.00,1.0,1,20.00,2.73,73,75,26.29,73.91,1.88,9.49,78,2138,104.25,16.9,0.00,0
3.554,4.69,-4.69,14.39,off,off,-5.40,14.67,0.72,on,14.59,88,1.000,2.11,0.00,0.00,1.0,1,20.50,2.78,73,75,26.70,74.41,1.90,9.24,78,2204,103.80,16.9,0.00,0
3.610,3.91,-4.69,14.39,off,off,-5.45,14.67,0.71,on,14.59,88,1.000,2.11,0.00,0.00,1.0,1,21.00,2.85,73,75,26.59,74.58,1.90,9.20,78,2225,103.04,16.9,0.00,0
3.677,3.91,-4.69,14.35,off,off,-5.66,14.67,0.70,on,14.59,88,1.000,2.11,0.00,0.00,1.0,1,21.50,2.85,73,75,26.30,74.53,1.94,8.99,78,2227,100.31,16.9,0.00,0
3.731,3.91,-4.69,14.31,off,off,-5.78,14.67,0.69,on,14.59,88,1.000,2.11,0.00,0.00,1.0,1,22.50,2.86,73,75,26.07,74.65,1.88,8.87,78,2241,98.90,16.5,0.00,0
3.790,3.12,-4.69,14.19,off,off,-5.95,14.67,0.69,on,14.59,88,1.000,1.76,0.00,0.00,1.0,1,22.50,2.89,73,75,26.20,75.05,1.88,8.70,78,2281,99.29,16.5,0.00,0
3.859,2.34,-4.69,14.14,off,off,-5.94,14.68,0.67,on,14.59,88,1.000,1.76,0.00,0.00,1.0,1,23.50,2.97,72,75,26.45,75.65,1.90,8.71,78,2331,98.71,16.5,0.00,0
3.915,1.56,-4.69,14.06,off,off,-6.14,14.68,0.66,on,14.59,88,1.000,1.76,0.00,0.00,1.0,1,24.00,3.02,72,75,26.80,76.35,1.92,8.51,78,2384,96.97,16.5,0.00,0
3.971,0.78,-4.69,14.04,off,off,-6.24,14.68,0.66,on,14.59,88,1.000,1.41,0.00,0.00,1.0,1,25.00,3.08,73,75,26.55,76.37,1.86,8.41,78,2409,95.31,16.5,0.00,0
4.031,0.78,-4.69,14.06,off,off,-6.44,14.68,0.65,on,14.64,88,1.000,1.41,0.00,0.00,1.0,1,25.00,3.09,73,75,26.02,76.17,1.84,8.21,78,2421,94.69,16.5,0.00,0
4.111,0.00,-4.69,14.06,off,off,-6.30,14.68,0.63,on,14.64,88,1.000,1.05,0.00,0.00,1.0,1,27.50,2.59,72,75,25.85,76.14,1.92,8.35,78,2438,94.78,16.9,0.00,0
4.170,0.00,-4.69,14.10,off,off,-6.32,14.66,0.62,on,14.64,88,1.000,1.05,0.00,0.00,1.0,1,26.50,2.63,72,75,25.95,75.93,1.84,8.33,78,2468,94.59,16.9,0.00,0
4.239,0.00,-4.69,14.19,off,off,-6.39,14.65,0.62,on,14.64,88,1.000,0.35,0.00,0.00,1.0,1,26.00,2.65,72,75,26.06,75.56,1.88,8.26,78,2512,94.55,16.9,0.00,0
4.294,-0.78,-4.69,14.26,off,off,-6.36,14.65,0.61,on,14.64,88,1.000,0.35,0.00,0.00,1.0,1,25.50,2.71,72,75,26.09,75.27,1.92,8.28,78,2549,93.85,16.9,0.00,0
4.351,0.00,-4.69,14.39,off,off,-6.25,14.64,0.61,on,14.64,88,1.000,0.35,0.00,0.00,1.0,1,25.50,2.74,72,75,26.13,75.05,1.92,8.40,78,2575,93.74,16.9,0.00,0
4.411,0.00,-4.69,14.50,off,off,-6.24,14.64,0.59,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,25.00,2.76,72,75,25.96,74.94,1.88,8.41,78,2585,94.72,16.9,0.00,0
4.498,0.00,-4.69,14.56,off,off,-6.23,14.64,0.58,on,14.59,88,1.000,0.00,0.00,0.00,1.0,1,25.00,2.78,72,75,25.78,74.76,1.86,8.42,78,2612,89.03,16.5,0.00,0
4.551,0.00,-4.69,14.57,off,off,-6.44,14.64,0.57,on,14.59,88,1.000,0.00,0.00,0.00,1.0,1,25.00,2.80,72,75,25.49,74.47,1.88,8.21,78,2641,90.22,16.5,0.00,0
4.639,0.00,-4.69,14.60,off,off,-6.51,14.63,0.57,on,14.59,88,1.000,0.00,0.00,0.00,1.0,1,25.50,2.84,72,75,25.65,74.17,1.90,8.14,78,2677,88.59,16.9,0.00,0
4.694,0.00,-4.69,14.60,off,off,-6.58,14.63,0.56,on,14.59,88,1.000,0.00,0.00,0.00,1.0,1,25.00,2.88,72,75,25.60,73.93,1.86,8.07,78,2707,86.79,16.9,0.00,0
4.765,0.00,-4.69,14.59,off,off,-6.50,14.63,0.54,on,14.59,88,1.000,0.00,0.00,0.00,1.0,1,25.00,2.90,72,75,25.20,73.75,1.90,8.15,78,2732,71.47,16.1,0.00,0
4.819,0.00,-4.69,14.64,off,off,-7.38,14.65,0.52,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,25.50,2.34,72,75,23.08,73.52,1.76,7.26,78,2741,49.10,12.2,0.00,0
4.877,0.78,-4.69,14.65,off,off,-7.95,14.66,0.45,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,26.00,2.34,72,75,20.77,73.29,1.54,6.70,78,2737,52.16,13.0,0.00,0
4.932,0.78,-4.69,14.70,off,off,-8.50,14.66,0.43,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,27.50,2.33,72,75,19.33,73.09,1.60,6.15,78,2728,52.34,12.6,0.00,0
4.990,0.78,-4.69,14.67,off,off,-8.65,14.66,0.40,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,27.00,2.33,72,75,18.43,72.97,1.60,6.00,78,2736,56.00,13.0,0.00,0
5.059,0.00,-4.69,14.52,off,off,-8.94,14.66,0.39,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,26.50,2.94,72,75,18.11,72.59,1.68,5.71,78,2770,53.21,13.0,0.00,0
5.115,0.00,-4.69,14.39,off,off,-8.94,14.66,0.37,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,26.50,2.37,72,73,17.91,72.45,1.64,5.71,78,2790,54.92,13.0,0.00,0
5.171,-1.56,-4.69,14.24,off,off,-9.11,14.66,0.37,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,27.50,2.39,72,73,17.98,72.26,1.66,5.54,78,2802,53.86,13.4,0.00,0
5.257,-1.56,-4.69,14.20,off,off,-9.15,14.66,0.36,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,27.50,2.39,72,73,17.33,72.28,1.58,5.50,78,2793,35.71,11.8,0.00,0
5.301,-2.34,-4.69,14.24,off,off,-9.91,14.66,0.32,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,28.50,2.38,72,73,15.12,71.87,1.56,4.74,78,2770,19.75,8.7,0.00,0
5.387,-2.34,-4.69,14.30,off,off,-10.45,14.73,0.27,on,14.64,88,1.000,0.00,0.00,0.00,1.0,1,21.50,1.76,72,73,12.77,71.54,1.24,4.20,78,2745,18.88,8.7,0.00,0
5.444,-2.34,-4.69,14.32,off,off,-10.99,14.73,0.25,on,14.70,88,1.000,0.00,0.00,0.00,1.0,1,22.00,1.75,72,73,11.21,70.96,1.26,3.66,78,2728,18.12,7.5,0.00,0
5.502,-2.34,-4.69,14.35,off,off,-11.18,14.73,0.22,on,14.87,88,1.000,0.00,0.00,0.00,1.0,1,22.00,1.74,72,73,9.91,70.96,1.20,3.47,78,2707,17.25,7.5,0.00,0
5.565,-3.12,-4.69,14.31,off,off,-11.53,14.73,0.19,on,14.99,88,1.000,0.00,0.00,0.00,1.0,1,22.50,1.16,72,73,8.96,70.48,1.18,3.12,78,2709,16.50,7.5,0.00,0
5.622,-3.12,-4.69,14.19,off,off,-11.71,14.73,0.18,on,14.99,88,1.000,0.00,0.00,0.00,1.0,1,22.50,1.16,72,73,8.30,69.88,1.16,2.94,78,2733,15.88,7.5,0.00,0
5.681,-4.69,-4.69,13.96,off,off,-11.82,14.73,0.17,on,14.99,88,1.000,0.00,0.00,0.00,1.0,1,22.50,1.17,72,73,7.86,69.67,1.18,2.83,78,2744,15.12,7.1,0.00,0
5.770,-5.47,-4.69,13.87,off,off,-12.01,14.73,0.16,on,14.99,88,1.000,0.00,0.00,0.00,1.0,1,23.00,0.58,72,73,7.33,69.94,1.14,2.64,78,2726,14.00,7.1,0.00,0
5.827,-6.25,-4.69,13.80,off,off,-12.01,14.73,0.16,on,14.99,88,1.000,0.00,0.00,0.00,1.0,1,23.00,0.58,72,73,7.00,70.52,1.14,2.64,78,2688,13.25,7.1,0.00,0
5.882,-7.03,-4.69,13.80,off,off,-12.12,14.73,0.14,on,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.56,72,73,6.76,71.31,1.16,2.53,78,2636,12.50,7.1,0.00,0
5.949,-7.03,-4.69,13.83,off,off,-12.16,14.73,0.14,on,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.56,72,73,6.54,72.01,1.12,2.49,78,2589,11.75,7.1,0.00,0
6.007,-7.03,-4.69,13.86,off,off,-12.15,14.62,0.14,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.55,72,73,6.34,72.30,1.04,2.50,78,2570,11.00,6.7,0.00,0
6.061,-7.03,-4.69,13.89,off,off,-12.11,14.62,0.14,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.55,72,73,6.14,72.32,1.08,2.53,78,2568,0.00,6.3,0.00,0
6.147,0.00,-4.69,13.94,off,off,-12.24,14.62,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.54,72,73,5.73,73.29,1.04,2.41,78,2504,0.00,6.3,0.00,0
6.205,0.00,-4.69,14.00,off,off,-12.25,14.62,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.52,72,73,5.49,74.47,1.00,2.40,78,2426,0.00,6.7,0.00,0
6.265,0.00,-4.69,13.99,off,off,-12.19,14.62,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.51,72,73,5.30,74.41,0.94,2.46,78,2362,0.00,6.3,0.00,0
6.321,0.00,-4.69,14.04,off,off,-12.14,14.61,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.49,72,73,5.09,73.64,0.94,2.51,78,2296,0.00,6.7,0.00,0
6.381,0.00,-4.69,14.06,off,off,-12.06,14.61,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.48,73,73,4.91,72.84,0.94,2.59,78,2229,0.00,6.7,0.00,0
6.449,0.00,-4.69,14.10,off,off,-12.01,14.61,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.46,72,73,4.77,72.05,1.04,2.64,78,2162,0.00,6.7,0.00,0
6.506,0.00,-4.69,14.15,off,off,-11.95,14.60,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.45,73,73,4.66,71.23,1.08,2.69,78,2094,0.00,6.7,0.00,0
6.564,0.00,-4.69,14.22,off,off,-11.92,14.60,0.13,off,14.99,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.43,72,73,4.59,70.44,1.12,2.72,78,2027,0.00,6.7,0.00,0
6.621,0.00,-4.69,14.34,off,off,-11.86,14.61,0.13,off,15.05,90,1.000,0.00,0.00,0.00,1.0,1,23.50,0.42,72,73,4.54,69.72,1.14,2.79,78,1954,0.00,6.7,0.00,0
6.707,0.00,-4.69,14.47,off,off,-11.73,14.64,0.14,off,15.17,90,1.000,0.00,0.00,0.00,1.0,2,22.50,0.41,73,73,4.55,69.01,1.12,2.92,78,1874,0.00,6.7,0.00,0
6.762,0.00,-4.69,14.65,off,off,-11.62,14.65,0.14,off,15.24,90,1.000,0.00,0.00,0.00,1.0,2,21.50,0.39,73,73,4.52,68.45,1.14,3.03,78,1796,0.00,6.7,0.00,0
6.826,0.00,-4.69,15.21,off,off,-11.55,14.66,0.16,off,15.30,90,1.000,0.00,0.00,0.00,1.0,2,21.00,0.38,72,73,4.53,68.05,1.16,3.10,78,1735,0.00,6.7,0.00,0
6.884,0.00,-4.69,15.61,off,off,-11.44,14.69,0.16,off,15.42,90,1.000,0.00,0.00,0.00,1.0,2,20.50,0.36,73,73,4.52,67.63,1.14,3.21,78,1651,0.00,6.7,0.00,0
6.941,0.00,-4.69,16.12,off,off,-11.39,14.70,0.17,off,15.49,90,1.000,0.00,0.00,0.00,1.0,2,20.00,0.34,73,73,4.61,67.09,1.14,3.26,78,1571,0.00,6.7,0.00,0
7.028,0.00,-4.69,16.84,off,off,-11.22,14.71,0.19,off,15.42,90,1.000,0.00,0.00,0.00,1.0,2,19.00,0.32,73,73,4.70,66.38,1.16,3.42,78,1462,0.00,6.7,0.00,0
7.084,0.00,-4.69,17.03,off,off,-11.05,14.71,0.21,off,15.42,90,1.000,0.00,0.00,0.00,1.0,2,18.50,0.30,73,75,4.73,65.92,1.16,3.60,78,1378,0.00,6.7,0.00,0
7.141,0.00,-4.69,17.37,off,off,-10.92,14.71,0.21,off,15.24,90,1.000,0.00,0.00,0.00,1.0,2,18.00,0.29,73,75,4.79,65.41,1.16,3.73,78,1304,0.00,7.1,0.00,0
7.201,0.00,-4.69,18.19,off,off,-10.71,14.72,0.23,off,15.05,90,1.000,0.00,0.00,0.00,1.0,2,17.00,0.53,73,75,4.81,64.91,1.18,3.94,78,1217,0.00,7.1,0.00,0
7.261,0.00,-4.69,18.52,off,off,-10.54,14.72,0.25,off,14.76,90,1.000,0.00,0.00,0.00,1.0,2,17.00,0.50,73,75,4.98,65.06,1.18,4.10,78,1164,0.00,7.5,0.00,0
