Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: advanced_timing.ptm - Realtime: advanced_timing.ptm]
3.921,0.00,-8.59,14.15,off,off,-12.08,14.34,0.13,off,14.99,187,1.000,0.00,0.00,0.00,1.0,2,21.00,0.93,54,63,5.04,72.21,1.08,2.71,170,2177,0.00,5.9,0.00,0
3.987,0.00,-8.59,14.16,off,off,-12.04,14.39,0.13,off,14.99,187,1.000,0.00,0.00,0.00,1.0,2,20.50,0.92,54,63,4.84,71.64,1.08,2.76,170,2128,0.00,5.9,0.00,0
4.045,0.00,-8.59,14.25,off,off,-12.04,14.45,0.13,off,14.99,187,1.000,0.00,0.00,0.00,1.0,2,19.00,0.45,54,63,4.69,71.18,1.04,2.75,170,2089,0.00,5.9,0.00,0
4.101,0.00,-8.59,14.38,off,off,-12.11,14.51,0.13,off,14.99,187,1.000,0.00,0.00,0.00,1.0,2,18.00,0.44,54,63,4.56,70.70,1.08,2.69,170,2049,0.00,5.9,0.00,0
4.158,0.00,-8.59,14.59,off,off,-12.10,14.57,0.13,off,14.99,187,1.000,0.00,0.00,0.00,1.0,2,17.00,0.43,54,63,4.43,70.14,1.08,2.70,170,2001,0.00,5.9,0.00,0
4.226,0.00,-8.59,14.82,off,off,-12.08,14.65,0.13,off,15.05,187,1.000,0.00,0.00,0.00,1.0,2,17.00,0.42,54,63,4.34,69.72,1.06,2.71,170,1955,0.00,5.5,0.00,0
4.281,0.00,-8.59,15.08,off,off,-12.08,14.68,0.13,off,15.11,187,1.000,0.00,0.00,0.00,1.0,2,16.50,0.41,54,63,4.27,69.36,1.04,2.72,170,1914,0.00,5.5,0.00,0
4.338,0.00,-8.59,15.58,off,off,-12.10,14.69,0.13,off,15.17,187,1.000,0.00,0.00,0.00,1.0,2,16.00,0.40,54,63,4.10,68.91,1.00,2.69,170,1863,0.00,4.7,0.00,0
4.407,0.00,-8.59,15.90,off,off,-12.17,14.70,0.12,off,15.24,187,1.000,0.00,0.00,0.00,1.0,2,15.00,0.39,54,63,3.81,68.47,0.96,2.62,170,1814,0.00,4.7,0.00,0
4.463,0.00,-8.59,16.18,off,off,-12.17,14.73,0.12,off,15.30,187,1.000,0.00,0.00,0.00,1.0,0,15.00,0.38,54,63,3.62,67.89,0.96,2.62,170,1749,0.00,4.7,0.00,0
4.526,0.00,-8.59,16.30,off,off,-12.13,14.74,0.12,off,15.36,187,1.000,0.00,0.00,0.00,1.0,3,14.00,0.36,54,63,3.48,67.42,0.90,2.66,170,1696,0.00,4.7,0.00,0
4.581,0.00,-8.59,16.82,off,off,-12.16,14.74,0.12,off,15.42,187,1.000,0.00,0.00,0.00,1.0,3,14.00,0.36,54,63,3.40,67.03,0.86,2.63,170,1652,0.00,4.7,0.00,0
4.648,0.00,-8.59,17.47,off,off,-12.11,14.76,0.12,off,15.49,187,1.000,0.00,0.00,0.00,1.0,3,13.50,0.34,54,63,3.27,66.38,0.98,2.69,170,1579,0.00,4.7,0.00,0
4.715,0.00,-8.59,17.99,off,off,-12.08,14.76,0.12,off,15.49,187,1.000,0.00,0.00,0.00,1.0,3,12.50,0.32,54,63,3.19,65.80,0.94,2.71,170,1517,0.00,4.7,0.00,0
4.771,0.00,-8.59,18.45,off,off,-12.01,14.76,0.13,off,15.42,187,1.000,0.00,0.00,0.00,1.0,3,12.50,0.32,54,63,3.14,65.21,0.98,2.78,170,1454,0.00,4.7,0.00,0
4.828,0.00,-8.59,19.18,off,off,-11.96,14.77,0.13,off,15.42,187,1.000,0.00,0.00,0.00,1.0,3,12.00,0.30,54,63,3.09,64.60,1.00,2.83,170,1389,0.00,4.7,0.00,0
4.897,0.00,-8.59,19.86,off,off,-11.90,14.77,0.13,off,15.36,187,1.000,0.00,0.00,0.00,1.0,3,11.50,0.29,54,63,3.04,64.01,1.00,2.89,170,1326,0.00,4.7,0.00,0
4.951,0.00,-8.59,20.30,off,off,-11.81,14.77,0.14,off,15.36,187,1.000,0.00,0.00,0.00,1.0,3,11.00,0.27,54,63,3.04,63.58,1.00,2.99,170,1268,0.00,5.1,0.00,0
5.018,0.00,-8.59,20.96,off,off,-11.72,14.78,0.14,off,15.30,187,1.000,0.00,0.00,0.00,1.0,3,10.50,0.26,54,63,3.00,63.20,1.00,3.08,170,1194,0.00,5.1,0.00,0
5.082,0.00,-8.59,21.22,off,off,-11.59,14.78,0.16,off,14.93,187,1.000,0.00,0.00,0.00,1.0,3,10.00,0.24,54,63,3.09,63.73,1.00,3.21,170,1140,0.00,5.1,0.00,0
5.138,0.00,-8.59,21.87,off,off,-11.44,14.78,0.17,off,14.76,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.24,54,64,3.16,64.41,1.02,3.35,170,1065,0.00,5.1,0.00,0
5.206,0.00,-8.59,22.20,off,off,-11.31,14.78,0.19,off,14.53,187,1.000,0.00,0.00,0.00,1.0,4,9.00,0.22,54,64,3.23,64.82,1.02,3.49,170,1006,0.00,5.1,0.00,0
5.263,0.00,-8.59,22.20,off,off,-11.15,14.78,0.19,off,14.59,187,1.000,0.00,0.00,0.00,1.0,4,9.00,0.21,54,64,3.33,65.04,1.02,3.64,170,964,0.00,5.5,0.00,0
5.327,0.00,-8.59,22.20,off,off,-10.99,14.78,0.22,off,14.64,187,1.000,0.00,0.00,0.00,1.0,4,8.00,0.19,54,64,3.33,65.30,1.04,3.80,170,900,0.00,5.5,0.00,0
5.381,0.00,-8.59,22.20,off,off,-10.89,14.78,0.23,off,14.70,187,1.000,0.00,0.00,0.00,1.0,4,8.00,0.55,54,64,3.29,65.42,1.04,3.90,170,829,0.00,5.5,0.00,0
5.445,0.00,-8.59,22.20,off,off,-10.64,14.78,0.25,off,14.64,187,1.000,0.00,0.00,0.00,1.0,0,7.00,0.51,54,64,3.33,65.69,1.04,4.15,170,785,0.00,5.5,0.00,0
5.498,0.00,-8.59,22.20,off,off,-10.52,14.78,0.26,off,14.64,187,1.000,0.00,0.00,0.00,1.0,5,7.00,0.50,54,64,3.55,65.55,1.04,4.27,170,785,0.00,5.5,0.00,0
5.574,0.00,-8.59,22.20,off,off,-10.29,14.78,0.27,off,14.64,187,1.000,0.00,0.00,0.00,1.0,4,7.00,0.68,54,64,3.80,65.09,1.02,4.51,170,799,0.00,5.5,0.00,0
5.618,0.00,-8.59,22.20,off,off,-10.15,14.78,0.28,off,14.64,187,1.000,0.00,0.00,0.00,1.0,4,6.50,0.69,54,64,3.98,65.07,1.00,4.64,170,820,0.00,5.1,0.00,0
5.703,0.00,-8.59,22.20,off,off,-10.11,14.78,0.28,off,14.64,187,1.000,0.00,0.00,0.00,1.0,4,6.50,0.72,54,64,4.14,65.10,0.98,4.68,170,850,0.00,5.1,0.00,0
5.766,0.00,-8.59,22.20,off,off,-10.15,14.39,0.28,off,12.98,187,1.000,0.00,0.00,0.00,1.0,4,7.00,0.75,54,64,4.20,65.16,0.98,4.65,170,875,0.00,4.7,0.00,0
5.822,0.00,-8.59,22.20,off,off,-10.18,14.37,0.28,off,13.02,187,1.000,0.00,0.00,0.00,1.0,4,7.00,0.75,54,64,4.23,65.20,0.98,4.61,170,896,0.00,4.7,0.00,0
5.892,0.00,-8.59,22.20,off,off,-10.25,14.37,0.27,off,12.98,187,1.000,0.00,0.00,0.00,1.0,4,7.50,0.79,54,64,4.34,65.26,0.94,4.55,170,934,0.00,4.3,0.00,0
5.946,0.00,-8.59,22.20,off,off,-10.38,14.37,0.26,off,12.93,187,1.000,0.00,0.00,0.00,1.0,3,7.00,0.81,54,64,4.40,65.30,0.94,4.41,170,973,0.00,4.3,0.00,0
5.999,0.00,-8.59,22.20,off,off,-10.52,14.37,0.26,off,12.93,187,1.000,0.00,0.00,0.00,1.0,3,8.00,0.85,54,64,4.40,65.27,0.88,4.27,170,1003,0.00,3.9,0.00,0
6.065,0.00,-8.59,22.20,off,off,-10.68,14.37,0.25,off,12.89,187,1.000,0.00,0.00,0.00,1.0,3,8.50,0.87,54,64,4.34,65.16,0.88,4.11,170,1034,0.00,3.9,0.00,0
6.122,0.00,-8.59,22.20,off,off,-10.83,14.37,0.23,off,12.89,187,1.000,0.00,0.00,0.00,1.0,3,8.50,0.90,54,64,4.26,65.01,0.84,3.97,170,1060,0.00,3.9,0.00,0
6.187,0.00,-8.59,22.20,off,off,-11.08,14.37,0.22,off,12.98,187,1.000,0.00,0.00,0.00,1.0,3,6.00,0.68,54,64,4.12,64.81,0.82,3.72,170,1078,0.00,3.5,0.00,0
6.242,0.00,-8.59,22.20,off,off,-11.24,14.37,0.22,off,13.02,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.70,54,64,3.98,64.56,0.78,3.55,170,1094,0.00,3.5,0.00,0
6.305,0.00,-8.59,22.20,off,off,-11.38,14.37,0.21,off,13.16,187,1.000,0.00,0.00,0.00,1.0,3,9.00,0.71,55,64,3.83,64.25,0.76,3.41,170,1107,0.00,3.5,0.00,0
6.359,0.00,-8.59,20.94,off,off,-11.51,14.37,0.19,off,13.20,187,1.000,0.00,0.00,0.00,1.0,3,9.00,0.71,54,64,3.67,64.06,0.76,3.28,170,1113,0.00,3.1,0.00,0
6.422,0.00,-8.59,20.66,off,off,-11.68,14.37,0.18,off,13.20,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.71,55,64,3.50,63.92,0.74,3.11,170,1111,0.00,3.1,0.00,0
6.478,0.00,-8.59,20.21,off,off,-11.78,14.37,0.18,off,13.20,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.71,55,64,3.36,63.81,0.70,3.01,170,1111,0.00,3.1,0.00,0
6.554,0.00,-8.59,19.88,off,off,-11.85,14.37,0.17,off,13.20,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.71,55,64,3.20,63.72,0.70,2.94,170,1101,0.00,3.1,0.00,0
6.598,0.00,-8.59,19.03,off,off,-11.94,14.37,0.17,off,13.07,187,1.000,0.00,0.00,0.00,1.0,3,10.00,0.47,55,64,3.07,63.74,0.68,2.85,170,1093,0.00,3.1,0.00,0
6.675,0.00,-8.59,18.44,off,off,-11.98,14.37,0.16,off,13.07,187,1.000,0.00,0.00,0.00,1.0,3,10.00,0.46,55,64,2.96,63.84,0.70,2.81,170,1082,0.00,3.1,0.00,0
6.718,0.00,-8.59,17.97,off,off,-12.04,14.37,0.16,off,13.07,187,1.000,0.00,0.00,0.00,1.0,3,10.00,0.46,55,64,2.85,63.96,0.72,2.75,170,1068,0.00,3.1,0.00,0
6.794,0.00,-8.59,17.42,off,off,-12.06,14.37,0.16,off,13.07,187,1.000,0.00,0.00,0.00,1.0,3,10.00,0.45,55,64,2.75,64.12,0.76,2.73,170,1049,0.00,3.1,0.00,0
6.839,0.00,-8.59,17.07,off,off,-12.06,14.37,0.16,off,12.89,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.44,55,64,2.67,64.27,0.76,2.73,170,1032,0.00,3.1,0.00,0
6.898,0.00,-8.59,16.70,off,off,-12.06,14.37,0.16,off,12.89,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.43,55,64,2.58,64.54,0.78,2.74,170,999,0.00,3.1,0.00,0
6.975,0.00,-8.59,16.52,off,off,-12.05,14.37,0.14,off,12.93,187,1.000,0.00,0.00,0.00,1.0,3,9.50,0.42,55,64,2.52,64.72,0.80,2.74,170,979,0.00,3.1,0.00,0
7.018,0.00,-8.59,16.33,off,off,-12.04,14.37,0.14,off,12.93,187,1.000,0.00,0.00,0.00,1.0,3,9.00,0.42,55,64,2.48,64.82,0.78,2.75,170,967,0.00,3.1,0.00,0
